Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Genre,Ownership,Ratio,Match Policy,,Refrence File
ITC630900162,A933267386147918,ITC630900162,"The Radio (Molella Edit Rmx) edit",none,none,"Get Far",Dance & Electronic,"ArtistFirst-100","ArtistFirst-exclude",,"",TRUE
ITC630900157,A565214151093005,ITC630900157,"The Radio (feat. H Boogie) [Simon From Deep Devas Remix]",none,8032632251293,"Get Far",Dance & Electronic,"ArtistFirst-100","ArtistFirst-exclude",,"",TRUE
ITC631000007,A308488996739323,ITC631000007,"The Radio (feat. H Boogie) [DJ Ross & Alessandro Viale Remix]",none,8032632251293,"Get Far",Dance & Electronic,"ArtistFirst-100","ArtistFirst-exclude",,"",TRUE
ITC631000008,A134983734375096,ITC631000008,"The Radio (DJ Ross & Alessandro Viale Edit) [feat. H-Boogie]",none,none,"Get Far",none,"","",,"",
ITC630900156,A452632108754540,ITC630900156,"The Radio",none,none,"Get-Far",none,"","",,"",
ITC630900158,A159376389968297,ITC630900158,"The Radio (PAOLO ORTELLI VS DEGREE RMX EDIT)",none,none,"Get Far",Dance & Electronic,"ArtistFirst-100","ArtistFirst-exclude",,"",TRUE
ITC630900061,A245199734253241,ITC630900061,"The Radio",none,none,"Get-Far",none,"","",,"",
US34H1107684,A246046158470729,US34H1107684,"none",none,none,"none",none,"","",,"",no status
ITC630900061,uR2bdnK2xqc,ITC630900061,"The Radio (Dj Ross Alessandro Viale Remix)",none,8032632251293,"Get Far",House,"","",,"",
NLC281110113,h02iknRcYxA,DK4YA1101502,"Famous (feat. Joachim S) [Extended]",none,886788857278,"Morten Breum",Dance & Electronic,"DoganTVHolding-100&DoganTVHolding,blancoynegro-100,100&DoganTVHolding,blancoynegro,KontorNewMedia-100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk-100,100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords-100,100,100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords-100,100,100,100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords,SpinninRecords-100,100,100,100,100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords,SpinninRecords,Believe-100,100,100,100,100,100,100,100","DoganTVHolding-include&DoganTVHolding,blancoynegro-include,include&DoganTVHolding,blancoynegro,KontorNewMedia-include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk-include,include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords-include,include,include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords-include,include,include,include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords,SpinninRecords-include,include,include,include,include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords,SpinninRecords,Believe-include,include,include,include,include,include,include,include",,"",TRUE
NLC281011733,T-L5F7AU_do,NLC281011733,"Last Night (Full Mix)",none,8421597064435,"Ian Carey Feat. Snoop Dogg & Bobby Anthony",Dance,"blancoynegro-100&blancoynegro,Believe-100,100","blancoynegro-include&blancoynegro,Believe-include,include",,"",TRUE
NLC281011733,3krzPMGHI_k,NLC281011733,"Ian Carey Brazil Tour Compilation",none,none,"none",none,"SpinninRecords-100","SpinninRecords-exclude",,"",TRUE
NLC281110135,Pq1Gzgt-1L4,NLC281110135,"Last Night (Afrojack Remix)",none,881226908321,"Ian Carey featuring Snoop Dogg and Bobby Anthony",Dance & Electronic,"SpinninRecords-100&SpinninRecords,MinstryOfSoundUk-100,100&SpinninRecords,MinstryOfSoundUk,TimeRecords-100,100,100&SpinninRecords,MinstryOfSoundUk,TimeRecords,KontorRecords-100,100,100,100","SpinninRecords-exclude&SpinninRecords,MinstryOfSoundUk-exclude,include&SpinninRecords,MinstryOfSoundUk,TimeRecords-exclude,include,include&SpinninRecords,MinstryOfSoundUk,TimeRecords,KontorRecords-exclude,include,include,include",,"",TRUE
NLC281110135,kuHY405vqbg,NLC281110135,"iancareysnoopdogglastnightafrojackremix.mpg",none,none,"none",none,"SpinninRecords-100","SpinninRecords-exclude",,"",
NLC281011733,h02iknRcYxA,DK4YA1101502,"Famous (feat. Joachim S) [Extended]",none,886788857278,"Morten Breum",Dance & Electronic,"DoganTVHolding-100&DoganTVHolding,blancoynegro-100,100&DoganTVHolding,blancoynegro,KontorNewMedia-100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk-100,100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords-100,100,100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords-100,100,100,100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords,SpinninRecords-100,100,100,100,100,100,100&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords,SpinninRecords,Believe-100,100,100,100,100,100,100,100","DoganTVHolding-include&DoganTVHolding,blancoynegro-include,include&DoganTVHolding,blancoynegro,KontorNewMedia-include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk-include,include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords-include,include,include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords-include,include,include,include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords,SpinninRecords-include,include,include,include,include,include,include&DoganTVHolding,blancoynegro,KontorNewMedia,MinstryOfSoundUk,TimeRecords,KontorRecords,SpinninRecords,Believe-include,include,include,include,include,include,include,include",,"",TRUE
NLC281110044,IwGmS7JtRbY,NLC281110044,"Last Night (Spencer & Hill Remix)",none,881226908321,"Ian Carey featuring Snoop Dogg and Bobby Anthony",Dance & Electronic,"TimeRecords-100&TimeRecords,KontorRecords-100,100&TimeRecords,KontorRecords,SpinninRecords-100,100,100&TimeRecords,KontorRecords,SpinninRecords,MinstryOfSoundUk-100,100,100,100","TimeRecords-include&TimeRecords,KontorRecords-include,include&TimeRecords,KontorRecords,SpinninRecords-include,include,exclude&TimeRecords,KontorRecords,SpinninRecords,MinstryOfSoundUk-include,include,exclude,include",,"",TRUE
NLC281110044,FgTRfwdyjyM,NLC281110044,"Ian Carey ft Snoop Dogg & Bobby Anthony - Last Night (Spencer & Hill remix).mpg",none,8712944422719,"none",none,"SpinninRecords-100","SpinninRecords-exclude",,"",TRUE
NLC281110143,_yYapqa49aA,NLC281110143,"Ian Carey ft. Snoop Dogg and Bobby Anthony - Last Night (Dani L. Mebius Remix).mpg",none,8712944422719,"none",none,"SpinninRecords-100","SpinninRecords-exclude",,"",TRUE
NLC281110143,9M6FX8mhVM0,NLC281110143,"Last Night (Dani L. Mebius Remix)",none,00602527765532,"Ian Carey",Dance & Electronic,"TimeRecords-100&TimeRecords,KontorRecords-100,100&TimeRecords,KontorRecords,SpinninRecords-100,100,100&TimeRecords,KontorRecords,SpinninRecords,MinstryOfSoundUk-100,100,100,100","TimeRecords-include&TimeRecords,KontorRecords-include,include&TimeRecords,KontorRecords,SpinninRecords-include,include,exclude&TimeRecords,KontorRecords,SpinninRecords,MinstryOfSoundUk-include,include,exclude,include",,"",TRUE
NLC281110043,jaf_g5ZnYJ4,NLC281110043,"Last Night (R3hab Remix)",none,881226908321,"Ian Carey featuring Snoop Dogg and Bobby Anthony",Dance & Electronic,"blancoynegro-100&blancoynegro,TimeRecords-100,100&blancoynegro,TimeRecords,KontorRecords-100,100,100&blancoynegro,TimeRecords,KontorRecords,SpinninRecords-100,100,100,100&blancoynegro,TimeRecords,KontorRecords,SpinninRecords,MinstryOfSoundUk-100,100,100,100,100","blancoynegro-include&blancoynegro,TimeRecords-include,include&blancoynegro,TimeRecords,KontorRecords-include,include,include&blancoynegro,TimeRecords,KontorRecords,SpinninRecords-include,include,include,exclude&blancoynegro,TimeRecords,KontorRecords,SpinninRecords,MinstryOfSoundUk-include,include,include,exclude,include",,"",TRUE
NLC281110356,RLfwMI5ggOI,NLC281110356,"Last Night - Shadow Stars Remix",none,8712944424164,"Bobby Anthony",Dance & Electronic,"SpinninRecords-100","SpinninRecords-exclude",,"",TRUE
NLC281110043,TVVWQ7F6GNw,NLC281110043,"Ian Carey ft Snoop Dogg & Bobby Anthony - Last Night (R3hab Remix).mpg",none,8712944422719,"none",none,"SpinninRecords-100","SpinninRecords-exclude",,"",TRUE
NLC281110343,A825076090218418,NLC281110343,"Last Night (Afrojack Edit Dub)",none,00602527765532,"Ian Carey",Dance & Electronic,"UMG-100","UMG-include",,"",TRUE
NLC281110342,A736144620436735,NLC281110342,"Last Night (Afrojack Dub Edit)",none,00602527765532,"Ian Carey",Dance & Electronic,"UMG-100","UMG-include",,"",TRUE
NLC281011802,A712009602898105,NLC281011802,"Last Night (Ian Carey Vocal Edit)",none,00602527765532,"Ian Carey",Dance & Electronic,"UMG-100","UMG-include",,"",TRUE
NLC281110357,MS46qNXGLLA,NLC281110357,"Last Night - Anthony Welling Remix",none,8712944424164,"Bobby Anthony",Dance & Electronic,"SpinninRecords-100","SpinninRecords-exclude",,"",TRUE
NLC281110355,dwm5jBsNasE,NLC281110355,"Last Night - Ralph Good Remix",none,8712944424164,"Bobby Anthony",Dance & Electronic,"SpinninRecords-100","SpinninRecords-exclude",,"",TRUE
GBKPS0800004,A759896840633858,GBKPS0800004,"Gotta Love For You (Wideboys Club Remix)",none,00044003707054,"Loveshy",Dance & Electronic,"ingrooves-100","ingrooves-exclude",,"",TRUE
GBZXR1000001,A554666117246064,GBZXR1000001,"Fire (feat. Asia)",none,7350055710205,"Sam Freiberg featuring Asia",none,"","",,"",TRUE
GBZXR1000003,A972787469889292,GBZXR1000003,"Fire (feat. Asia)",none,7350055710205,"Sam Freiberg featuring Asia",none,"","",,"",TRUE
GBZXR1000002,A835798838225105,GBZXR1000002,"Fire (feat. Asia)",none,7350055710205,"Sam Freiberg featuring Asia",none,"","",,"",TRUE
GBZXR1000005,A473143710120044,GBZXR1000005,"Fire (feat. Asia)",none,7350055710205,"Sam Freiberg featuring Asia",none,"","",,"",TRUE
GBZXR1000006,A171058379493045,GBZXR1000006,"Fire (feat. Asia)",none,7350055710205,"Sam Freiberg featuring Asia",none,"","",,"",TRUE
GBZXR1000007,A324952402792221,GBZXR1000007,"Fire (feat. Asia)",none,7350055710205,"Sam Freiberg featuring Asia",none,"","",,"",TRUE
AUNC00800003,A338091532079907,AUNC00800003,"none",none,none,"none",none,"","",,"",
GBZXR1000008,A264363019791512,GBZXR1000008,"Fire (feat. Asia)",none,7350055710205,"Sam Freiberg featuring Asia",none,"","",,"",TRUE
AUNC00800002,A904955356147125,AUNC00800002,"none",none,none,"none",none,"","",,"",no status
GBZXR1000004,A637079832679140,GBZXR1000004,"Fire (feat. Asia)",none,7350055710205,"Sam Freiberg featuring Asia",none,"","",,"",TRUE
AUNC00800005,A776863582926373,AUNC00800005,"none",none,none,"none",none,"","",,"",no status
AUNC00800004,A408079252717084,AUNC00800004,"none",none,none,"none",none,"","",,"",no status
AUNC00800006,A774471789186119,AUNC00800006,"none",none,none,"none",none,"","",,"",no status
US34H1214272,A457465839102400,US34H1214272,"What Does Tomorrow Bring",none,3610152321631,"Starkillers, Natalie Peris",Dance & Electronic,"justente+user-100&justente+user,Believe-100,100","justente+user-include&justente+user,Believe-include,include",,"",TRUE
US34H1214273,A643730087101874,US34H1214273,"What Does Tomorrow Bring (feat. Richard Beynon, Natalie Peris) [",none,7502232238556,"Starkillers",Dance & Electronic,"KontorRecords-100&KontorRecords,TetaMusic-100,100&KontorRecords,TetaMusic,Believe-100,100,100&KontorRecords,TetaMusic,Believe,justente+user-100,100,100,100","KontorRecords-include&KontorRecords,TetaMusic-include,include&KontorRecords,TetaMusic,Believe-include,include,include&KontorRecords,TetaMusic,Believe,justente+user-include,include,include,include",,"",TRUE
US34H1214272,A453218617862736,US34H1214272,"What Does Tomorrow Bring (feat. Richard Beynon, Natalie Peris) [",none,7502232238556,"Starkillers",Dance & Electronic,"KontorRecords-100&KontorRecords,TetaMusic-100,100&KontorRecords,TetaMusic,Believe-100,100,100&KontorRecords,TetaMusic,Believe,justente+user-100,100,100,100","KontorRecords-include&KontorRecords,TetaMusic-include,include&KontorRecords,TetaMusic,Believe-include,include,include&KontorRecords,TetaMusic,Believe,justente+user-include,include,include,include",,"",TRUE
US34H1212389,A663861876889679,US34H1212389,"Seven Day Weekend",none,none,"JTX",Pop,"Base79_Music_affiliate-100","Base79_Music_affiliate-exclude",,"",
GB2CT0900149,A256785931252811,GB2CT0900149,"Concrete Angel",none,8032591273749,"Gareth Emery feat. Christina Novelli",Dance & Electronic,"myvideorights_music-100&myvideorights_music,IndependentIPDDS-100,100&myvideorights_music,IndependentIPDDS,justente+user-100,100,100","myvideorights_music-include&myvideorights_music,IndependentIPDDS-include,exclude&myvideorights_music,IndependentIPDDS,justente+user-include,exclude,include",,"",TRUE
GB2CT0900149,A602791675835233,GB2CT0900149,"Concrete Angel",none,8032591273749,"Gareth Emery feat. Christina Novelli",Trance,"IndependentIPDDS-100&IndependentIPDDS,justente+user-100,100&IndependentIPDDS,justente+user,Base79_Music_affiliate-100,100,100","IndependentIPDDS-exclude&IndependentIPDDS,justente+user-exclude,include&IndependentIPDDS,justente+user,Base79_Music_affiliate-exclude,include,include",,"",
GB2CT0900151,A743109619584985,GB2CT0900151,"Concrete Angel",none,8032591273749,"Gareth Emery feat. Christina Novelli",Dance & Electronic,"myvideorights_music-100&myvideorights_music,IndependentIPDDS-100,100&myvideorights_music,IndependentIPDDS,justente+user-100,100,100","myvideorights_music-include&myvideorights_music,IndependentIPDDS-include,exclude&myvideorights_music,IndependentIPDDS,justente+user-include,exclude,include",,"",TRUE
GB2CT0900149,A548593795341418,GB2CT0900149,"Concrete Angel (Official Music Video)",none,8032591273749,"Gareth Emery feat. Christina Novelli",Trance,"myvideorights_music-100&myvideorights_music,IndependentIPDDS-100,100&myvideorights_music,IndependentIPDDS,justente+user-100,100,100","myvideorights_music-include&myvideorights_music,IndependentIPDDS-include,exclude&myvideorights_music,IndependentIPDDS,justente+user-include,exclude,include",,"",
GB2CT0900151,A902765979612303,GB2CT0900151,"Concrete Angel",none,none,"Gareth Emery feat. Christina Novelli",Trance,"justente+user-100","justente+user-include",,"",TRUE
GB2CT0900151,A250547852928227,GB2CT0900151,"Concrete Angel",none,none,"Gareth Emery feat. Christina Novelli",Trance,"justente+user-100","justente+user-include",,"",TRUE
GB2CT0900158,A944238234901661,GB2CT0900158,"Concrete Angel (John O' Callaghan Remix)",none,8032591273749,"Gareth Emery feat. Christina Novelli",Dance,"IndependentIPDDS-100&IndependentIPDDS,justente+user-100,100","IndependentIPDDS-exclude&IndependentIPDDS,justente+user-exclude,include",,"",TRUE
GB2CT0900158,A157287667107594,GB2CT0900158,"Concrete Angel (feat. Christina Novelli) [John O'Callaghan Remix",none,7502232236453,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100&IndependentIPDDS,Believe,justente+user-100,100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include&IndependentIPDDS,Believe,justente+user-exclude,include,include",,"",TRUE
GB2CT0900151,A217977158916790,GB2CT0900151,"Concrete Angel",none,none,"Gareth Emery feat. Christina Novelli",Dance Pop,"IndependentIPDDS-100&IndependentIPDDS,justente+user-100,100","IndependentIPDDS-exclude&IndependentIPDDS,justente+user-exclude,include",,"",
GB2CT0900158,A656664686822894,GB2CT0900158,"Concrete Angel",none,3610152328036,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100&IndependentIPDDS,Believe,justente+user-100,100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include&IndependentIPDDS,Believe,justente+user-exclude,include,include",,"",TRUE
LVA101200029,A633984901782902,LVA101200029,"Welcome to the Club (Radio Edit)",none,886788978027,"DJ Ella",Dance & Electronic,"theorchardmusic-100","theorchardmusic-include",,"",TRUE
LVA101200030,A109505212356715,LVA101200030,"Welcome to the Club (Extended)",none,886788978027,"DJ Ella",Dance & Electronic,"theorchardmusic-100","theorchardmusic-include",,"",TRUE
LVA101200031,A968960307717909,LVA101200031,"Welcome to the Club (Trebland Remix)",none,886788978027,"DJ Ella",Dance & Electronic,"theorchardmusic-100","theorchardmusic-include",,"",TRUE
LVA101200032,A330189865586727,LVA101200032,"Welcome to the Club (Starbeatz Remix)",none,886788978027,"DJ Ella",Dance & Electronic,"theorchardmusic-100","theorchardmusic-include",,"",TRUE
LVA101200033,A137936463803443,LVA101200033,"Welcome to the Club (Positive3 Remix)",none,886788978027,"DJ Ella",Dance & Electronic,"theorchardmusic-100","theorchardmusic-include",,"",TRUE
US34H1212389,A663861876889679,US34H1212389,"Seven Day Weekend",none,none,"JTX",Pop,"Base79_Music_affiliate-100","Base79_Music_affiliate-exclude",,"",
FR3P11200200,A439004233400546,FR3P11200200,"Eclypse (Original Mix)",none,3610151904958,"David Esse, Grace Kim",Dance & Electronic,"Believe-100","Believe-include",,"",TRUE
FR3P11200200,A813946341980877,FR3P11200200,"Eclypse (Original Mix)",none,none,"Antoine Clamaran David Esse Grace Kim",House,"Believe-100","Believe-exclude",,"",TRUE
FR3P11200201,A302914777914042,FR3P11200201,"Eclypse (Radio Edit)",none,3610151904958,"David Esse, Grace Kim",Dance & Electronic,"Believe-100","Believe-include",,"",TRUE
FR3P11200131,A353450853479802,FR3P11200131,"It's Time Now (Club Mix)",none,none,"Mills & Kane Feat. Utik",Electro,"Believe-100","Believe-exclude",,"",TRUE
FR3P11200131,A314280590783498,FR3P11200131,"It's Time Now (Club Mix)",none,3610150678157,"Mills, Kane",Dance & Electronic,"Believe-100","Believe-exclude",,"",TRUE
US34H1212390,A907565094085039,US34H1212390,"7 Day Weekend",none,none,"JTX",none,"","",,"",no status
US34H1213318,A344283442012303,US34H1213318,"none",none,none,"none",none,"","",,"",no status
NLF711204529,A666489987734048,undefined,"Milan & Phoenix - Istanbul (Not Constantinople) (Radio Edit)",none,none,"none",none,"armadamusic-100","armadamusic-exclude",,"",TRUE
NLF711204530,A428500115641568,NLF711204530,"Istanbul (Not Constantinople)",none,4250117625580,"Milan & Phoenix",Dance & Electronic,"DoganTVHolding-100&DoganTVHolding,armadamusic-100,100&DoganTVHolding,armadamusic,KontorRecords-100,100,100","DoganTVHolding-include&DoganTVHolding,armadamusic-include,include&DoganTVHolding,armadamusic,KontorRecords-include,include,include",,"",TRUE
NLF711204532,A477039218249815,NLF711204532,"Istanbul (Not Constantinople)",none,4250117625580,"Milan & Phoenix",Dance & Electronic,"armadamusic-100&armadamusic,KontorRecords-100,100","armadamusic-include&armadamusic,KontorRecords-include,include",,"",TRUE
NLF711204529,A256410420434770,NLF711204529,"Istanbul (Not Constantinople)",none,4250117625580,"Milan & Phoenix",Dance & Electronic,"armadamusic-100&armadamusic,KontorRecords-100,100","armadamusic-include&armadamusic,KontorRecords-include,include",,"",TRUE
NLF711204530,A811734800315155,NLF711204530,"Istanbul (Not Constantinople)",none,none,"Milan & Phoenix",Dance,"DoganTVHolding-100","DoganTVHolding-include",,"",TRUE
NLF711204531,A701369480524219,NLF711204531,"Istanbul (Not Constantinople)",none,4250117625580,"Milan & Phoenix",Dance & Electronic,"armadamusic-100&armadamusic,KontorRecords-100,100","armadamusic-include&armadamusic,KontorRecords-include,include",,"",TRUE
US34H1214273,A643730087101874,US34H1214273,"What Does Tomorrow Bring (feat. Richard Beynon, Natalie Peris) [",none,7502232238556,"Starkillers",Dance & Electronic,"KontorRecords-100&KontorRecords,TetaMusic-100,100&KontorRecords,TetaMusic,Believe-100,100,100&KontorRecords,TetaMusic,Believe,justente+user-100,100,100,100","KontorRecords-include&KontorRecords,TetaMusic-include,include&KontorRecords,TetaMusic,Believe-include,include,include&KontorRecords,TetaMusic,Believe,justente+user-include,include,include,include",,"",TRUE
US34H1214272,A457465839102400,US34H1214272,"What Does Tomorrow Bring",none,3610152321631,"Starkillers, Natalie Peris",Dance & Electronic,"justente+user-100&justente+user,Believe-100,100","justente+user-include&justente+user,Believe-include,include",,"",TRUE
US34H1215491,A750134149405025,US34H1215491,"What Does Tomorrow Bring (feat. Richard Beynon, Natalie Peris) [",none,7502232238556,"Starkillers",Dance & Electronic,"TetaMusic-100&TetaMusic,justente+user-100,100&TetaMusic,justente+user,KontorRecords-100,100,100&TetaMusic,justente+user,KontorRecords,Believe-100,100,100,100","TetaMusic-include&TetaMusic,justente+user-include,include&TetaMusic,justente+user,KontorRecords-include,include,include&TetaMusic,justente+user,KontorRecords,Believe-include,include,include,include",,"",TRUE
US34H1214272,A453218617862736,US34H1214272,"What Does Tomorrow Bring (feat. Richard Beynon, Natalie Peris) [",none,7502232238556,"Starkillers",Dance & Electronic,"KontorRecords-100&KontorRecords,TetaMusic-100,100&KontorRecords,TetaMusic,Believe-100,100,100&KontorRecords,TetaMusic,Believe,justente+user-100,100,100,100","KontorRecords-include&KontorRecords,TetaMusic-include,include&KontorRecords,TetaMusic,Believe-include,include,include&KontorRecords,TetaMusic,Believe,justente+user-include,include,include,include",,"",TRUE
GB2CT0900187,A354814414427169,GB2CT0900187,"Concrete Angel (feat. Christina Novelli) [Aly & Fila Remix]",none,7502232236453,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include",,"",TRUE
GB2CT0900188,A544750130545355,GB2CT0900188,"Concrete Angel (feat. Christina Novelli) [Craig Connelly Remix]",none,7502232236453,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include",,"",TRUE
GB2CT0900189,A624513238367484,GB2CT0900189,"Concrete Angel (feat. Christina Novelli) [K Theory Remix]",none,7502232236453,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include",,"",TRUE
GB2CT0900172,A956493241126907,GB2CT0900172,"Gareth Emery feat. Christina Novelli - Concrete Angel (Starkillers Remix) [Garuda]",none,8715576146053,"Gareth Emery",Dance,"IndependentIPDDS-100","IndependentIPDDS-exclude",,"",TRUE
GB2CT0900180,A653007329948177,GB2CT0900180,"Concrete Angel (feat. Christina Novelli) [Arnej Remix]",none,7502232236453,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include",,"",TRUE
GB2CT0900172,A937979806770225,GB2CT0900172,"Concrete Angel (feat. Christina Novelli) [Starkillers Remix]",none,7502232236453,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include",,"",TRUE
GB2CT0900158,A157287667107594,GB2CT0900158,"Concrete Angel (feat. Christina Novelli) [John O'Callaghan Remix",none,7502232236453,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100&IndependentIPDDS,Believe,justente+user-100,100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include&IndependentIPDDS,Believe,justente+user-exclude,include,include",,"",TRUE
GB2CT0900158,A656664686822894,GB2CT0900158,"Concrete Angel",none,3610152328036,"Gareth Emery",Dance & Electronic,"IndependentIPDDS-100&IndependentIPDDS,Believe-100,100&IndependentIPDDS,Believe,justente+user-100,100,100","IndependentIPDDS-exclude&IndependentIPDDS,Believe-exclude,include&IndependentIPDDS,Believe,justente+user-exclude,include,include",,"",TRUE
GB2CT0900158,A944238234901661,GB2CT0900158,"Concrete Angel (John O' Callaghan Remix)",none,8032591273749,"Gareth Emery feat. Christina Novelli",Dance,"IndependentIPDDS-100&IndependentIPDDS,justente+user-100,100","IndependentIPDDS-exclude&IndependentIPDDS,justente+user-exclude,include",,"",TRUE
US34H1002766,zCBHsts-3jA,US34H1002766,"Love In America",none,none,"JTX",none,"myvideorights_music-100","myvideorights_music-exclude",,"",
ITC070800122,s_zvdYvst4E,ITC070800122,"Blowing In Me  (Andrea Paci Main Mix)",none,8034034232290,"Andrea Paci feat. Michelle Weeks",Dance & Electronic,"theorchardmusic-100&theorchardmusic,MadeInEtaly-100,100","theorchardmusic-include&theorchardmusic,MadeInEtaly-include,include",,"PT",TRUE
ITC070800125,g8Epxh71Pwk,ITC070800125,"Blowing In Me  (Mattias vs M.P.G. Remix)",none,8034034232290,"Andrea Paci feat. Michelle Weeks",Dance & Electronic,"theorchardmusic-100&theorchardmusic,MadeInEtaly-100,100","theorchardmusic-include&theorchardmusic,MadeInEtaly-include,include",,"PT",TRUE
ITC070800133,A472932132932464,ITC070800133,"Blowing In Me (Sergio Mauri + Raf Marchesini + Karim Razak Dub)",none,884385920685,"Andrea Paci feat. Michelle Weeks",Dance & Electronic,"theorchardmusic-100","theorchardmusic-include",,"",TRUE
ITC070800123,rsJV0bbOYPA,ITC070800123,"Blowing In Me  (Relight Orchestra Remix)",none,8034034232290,"Andrea Paci feat. Michelle Weeks",Dance & Electronic,"theorchardmusic-100&theorchardmusic,MadeInEtaly-100,100","theorchardmusic-include&theorchardmusic,MadeInEtaly-include,include",,"PT",TRUE
ITC070800124,4P3K-dp2-a8,ITC070800124,"Blowing In Me  (Sergio Mauri + Raf Marchesini + Karim Razak Mix)",none,8034034232290,"Andrea Paci feat. Michelle Weeks",Dance & Electronic,"theorchardmusic-100&theorchardmusic,MadeInEtaly-100,100","theorchardmusic-include&theorchardmusic,MadeInEtaly-include,include",,"PT",TRUE
NLK070900090,KjOsCll0F3g,NLK070900090,"Kim&amp;amp;Linda - Not that kinda girl",none,none,"none",none,"M6Interactions-100","M6Interactions-include",,"",TRUE
NLK070900090,KP-jFPbb9Bo,NLK070900090,"Not That Kinda Girl",none,none,"Kim & Linda",Pop,"M6Interactions-100","M6Interactions-include",,"",TRUE
NLK070900090,V88HboDe7nc,NLK070900090,"Not that kinda girl",none,none,"Kim-Lian & Linda Bengtzing",none,"M6Interactions-100&M6Interactions,CorbeauMusicBV-100,100","M6Interactions-include&M6Interactions,CorbeauMusicBV-include,exclude",,"",TRUE
US34H1103547,A764527800599081,US34H1103547,"Love In America (Liam Keegan Radio Edit)",none,none,"JTX",none,"","",,"",no status
