Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Genre,Ownership,Ratio,Match Policy,,Refrence File
USTCZ0962377,A631155485278308,USTCZ0962377,"Hip Hop Track 16",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962380,A760544499225537,USTCZ0962380,"Hip Hop Track 17",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962381,A342853017898684,USTCZ0962381,"Hip Hop Track 18",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962383,A127199969335117,USTCZ0962383,"Hip Hop Track 19",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962301,A917008267901567,USTCZ0962301,"Hip Hop Track 2",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962384,A722708354043055,USTCZ0962384,"Hip Hop Track 20",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962388,A703235552687277,USTCZ0962388,"Hip Hop Track 21",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962303,A571418458202878,USTCZ0962303,"Hip Hop Track 3",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962304,A845559863095408,USTCZ0962304,"Hip Hop Track 4",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962305,A643023054863152,USTCZ0962305,"Hip Hop Track 5",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962309,A415504137710996,USTCZ0962309,"Hip Hop Track 6",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962312,A912249079614026,USTCZ0962312,"Hip Hop Track 7",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962313,A115230229337823,USTCZ0962313,"Hip Hop Track 8",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962316,A608320863818221,USTCZ0962316,"Hip Hop Track 9",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962391,A824671589636142,USTCZ0962391,"Hip Hop Tracks 22",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962393,A455875305119416,USTCZ0962393,"Hip Hop Tracks 23",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962403,A644308574693816,USTCZ0962403,"Hip Hop Tracks 24",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962410,A613845523384050,USTCZ0962410,"Hip Hop Tracks 25",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCZ0962412,A815574461480135,USTCZ0962412,"Hip Hop Tracks 26",none,859702400935,"Hip Hop Track Starz",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
