Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Genre,Ownership,Ratio,Match Policy,,Refrence File
TCAAY1165033,A872194138587252,TCAAY1165033,"Asian Zen Spa Music",none,none,"Asian Zen: Spa Music Meditation",none,"","",unknown,"",
TCAAU1184670,A553298940970276,TCAAU1184670,"Asian Zen Spa Music Meditation",none,none,"Zen Meditation",none,"","",unknown,"",
TCAAX1132037,A319112301226855,TCAAX1132037,"Asian Zen Spa Music Meditation 2",none,none,"Zen Spa Music: Asian Meditation",none,"","",unknown,"",
TCAAT1050956,A815739648997173,TCAAT1050956,"Asleep All Night",none,none,"Your Baby Sleep Help",none,"","",unknown,"",
USTCB0932381,A232971212307485,USTCB0932381,"At The Piano",none,none,"Michael Silverman",none,"","",unknown,"",
USTCC1096207,A460987238563784,USTCC1096207,"Atete Mite",none,none,"Japanese Relaxation and Meditation",none,"","",unknown,"",
TCAAR1013211,A320664335371702,TCAAR1013211,"Atlantic Ocean Sounds And Piano",none,none,"Sleep and Meditation Group",none,"","",unknown,"",
TCAAY1168592,A371330877190095,TCAAY1168592,"Atlantis",none,none,"Calypso Party",none,"","",unknown,"",
USTCG1081182,A376215410428505,USTCG1081182,"August Moon",none,none,"Dinner Party Music Series",none,"","",unknown,"",
USTCB0953576,A951832359682236,USTCB0953576,"Augusta",none,none,"Michael Silverman",none,"","",unknown,"",
TCAAR1012390,A318248753524621,TCAAR1012390,"Aum",none,none,"Om - Tibetan Relaxation",none,"","",unknown,"",
TCAAR1032341,A731455568189787,TCAAR1032341,"Aum 2 For Buddhism",none,none,"Relaxing Meditation Yoga Music for Buddhism",none,"","",unknown,"",
TCAAR1012391,A745604650552317,TCAAR1012391,"Aum 2",none,none,"Om - Tibetan Relaxation",none,"","",unknown,"",
TCAAR1012392,A635645207863583,TCAAR1012392,"Aum 3",none,none,"Om - Tibetan Relaxation",none,"","",unknown,"",
TCAAR1032342,A739865141147153,TCAAR1032342,"Aum 3 For Buddhism",none,none,"Relaxing Meditation Yoga Music for Buddhism",none,"","",unknown,"",
TCAAR1032824,A638136198743879,TCAAR1032824,"Aum Chant",none,none,"Timeless Buddha",none,"","",unknown,"",
TCAAR1032340,A374942194569700,TCAAR1032340,"Aum For Buddhism",none,none,"Relaxing Meditation Yoga Music for Buddhism",none,"","",unknown,"",
USTCE1000040,A638921090086398,USTCE1000040,"Autumn",none,none,"Classical Lullabies",none,"","",unknown,"",
USTC50817877,A572394238437927,USTC50817877,"Autumn Leaves Real Book Chord Changes",none,none,"Anthem Jazz Educator's Series",none,"","",unknown,"",
TCAAR1072854,A949972967540300,TCAAR1072854,"Autumn Leaves and Rain",none,859704501906,"Relaxing Sounds of Nature",Moods,"","",monetize,"",
TCAAS1034201,A803820952596540,TCAAS1034201,"Autumn Rain",none,none,"Relaxing Piano Music",none,"","",unknown,"",
USTCZ0941454,A633820776479693,USTCZ0941454,"Australian Lullaby",none,none,"Lullaby Piano",none,"","",unknown,"",
TCAAR1071571,A743178030157179,TCAAR1071571,"Autumn Wind and Rain",none,859704499111,"Nature Sounds & Native American Flute for Relaxing Sleep, Massage, Yoga & Spas",World,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAR1094882,A136995625509443,TCAAR1094882,"Autumn Stars",none,none,"Michael Silverman",none,"","",unknown,"",
TCAAR1072655,A319245107674522,TCAAR1072657,"Thunder and Rain for Sleep and Relaxation",none,859704501906,"Relaxing Sounds of Nature",Moods,"","",monetize,"",
USTCG1099037,A254057724045965,USTCG1099037,"Awakening",none,none,"Meditation",none,"","",unknown,"",
USTCD1086991,A204466332382955,USTCD1086991,"Awareness",none,none,"Music Therapy Center of Creve Couer",none,"","",unknown,"",
USTC50889587,A867439405601307,USTC50889587,"Awesome Drum Solo",none,859700805398,"Anthem Drums",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTC50889542,A846308421836040,USTC50889542,"Awesome Fusion Drum Solo By Rob Silverman",none,859700805398,"Anthem Drums",Rock,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABS1325119,A439300395810272,TCABS1325119,"Babbling Brook",none,none,"Ahanu",none,"","",unknown,"",no status
TCAAR1072645,A515459564035781,TCAAR1072645,"Babbling Brook - Soothing, Flowing Water Sounds of a Mountain Stream",none,859704501906,"Relaxing Sounds of Nature",Moods,"","",monetize,"",
USTCF1077397,A561688611805372,USTCF1077397,"Baby Bach",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
USTCF1077412,A402571481827939,USTCF1077412,"Baby Beethoven",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
TCAAX1127918,A330303097233908,TCAAX1127918,"Baby Care",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
TCAAR1034474,A640380367572097,TCAAR1034474,"Baby Falls Asleep With Soothing Sounds Of Crickets",none,none,"Nature Sounds and Lullabies for Baby Sleep",none,"","",unknown,"",
USTCG1071517,A948117815559797,USTCG1071517,"Baby Love In The Crib",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
USTCF1077404,A865288555153903,USTCF1077404,"Baby Mozart",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
USTCF1007065,A406517588619792,USTCF1007065,"Baby Music",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
USTCF1007062,A541319450727351,USTCF1007062,"Baby Music 2",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
USTCF1007063,A572815917481894,USTCF1007063,"Baby Music 3",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
TCAAS1099212,A400795811355627,TCAAS1099212,"Baby Musical Wonder",none,none,"Classical Music For Genius Babies",none,"","",unknown,"",
TCAAS1099589,A200936706433583,TCAAS1099589,"Baby Musician",none,none,"Classical Music For Genius Babies",none,"","",unknown,"",
USTCF1007052,A907208415777249,USTCF1007052,"Baby Relaxation",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
TCAAR1063876,A670321633531583,TCAAR1063876,"Baby Sleep",none,none,"Relaxation and Meditation",none,"","",unknown,"",
TCAAR1034419,A749033549642701,TCAAR1034419,"Baby Sleep (Music For Bedtime)",none,none,"Nature Sounds and Lullabies for Baby Sleep",none,"","",unknown,"",
TCAAX1128192,A656722000617068,TCAAX1128192,"Baby Sleep Aid",none,none,"Smart Baby Lullaby Music",none,"","",unknown,"",
TCAAT1050963,A775459209472551,TCAAT1050963,"Baby Sleep All Night",none,none,"Your Baby Sleep Help",none,"","",unknown,"",
TCAAX1127922,A148254227366404,TCAAX1127922,"Baby Sleep Care",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
TCAAX1127924,A520344826350835,TCAAX1127924,"Baby Sleep Comforter",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
TCAAR1078814,A839994586107507,TCAAR1078814,"Baby Sleep Lullabies",none,none,"Simplicity",none,"","",unknown,"",
TCAAX1128191,A669426534605541,TCAAX1128191,"Baby Sleep All Night Part 2",none,none,"Smart Baby Lullaby Music",none,"","",unknown,"",
TCAAR1078622,A105344037776284,TCAAR1078622,"Baby Sleep Music",none,none,"Deep Sleep",none,"","",unknown,"",
TCAAU1122344,A756246600049917,TCAAU1122344,"Baby Sleeping Wonder",none,none,"Your Baby Sleep Help",none,"","",unknown,"",
TCAAS1097820,A728169149593942,TCAAS1097820,"Baby Songs",none,none,"Classical Music For Genius Babies",none,"","",unknown,"",
TCAAR1034427,A221597040969905,TCAAR1034427,"Baby Water Music For Peacful Sleep",none,none,"Nature Sounds and Lullabies for Baby Sleep",none,"","",unknown,"",
USTCB0986041,A633337704356540,USTCB0986041,"Baby, Sleep Through The Night",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
TCAAR1077727,A628017636644720,TCAAR1077727,"Bach/ Gounod: Ave Maria (From The Well Tempered Klavier)",none,none,"Michael Silverman and the Classical Jazz Quar",none,"","",unknown,"",
TCAAR1077733,A874137736907435,TCAAR1077733,"Bach: Cello Suite No, 1 In G: Prelude For 6 String Bass Guit",none,none,"Michael Silverman and the Classical Jazz Quar",none,"","",unknown,"",
TCAAX1161698,A977327287724857,TCAAX1161698,"Back Yard Paradise",none,none,"Pool Party",none,"","",unknown,"",
USTCG1067801,A914936739532007,USTCG1067801,"Background Spa Music",none,none,"Ahanu Healing Massage Music",none,"","",unknown,"",
TCAAY1175713,A857883892343919,TCAAY1175713,"Backround Music For Japanese Restaurant",none,none,"Japanese Restaurant Music Academy",none,"","",unknown,"",
TCAAX1155663,A772222469342653,TCAAX1155663,"Backround Nature Sounds",none,none,"Sounds of Nature",none,"","",unknown,"",
USTCG1072286,A132039039733901,USTCG1072286,"Backwoods",none,none,"Relaxing Piano Music Consort",none,"","",unknown,"",
TCAAX1113172,A966649528853199,TCAAX1113172,"Backyard",none,none,"Dubstep Consort",none,"","",unknown,"",
USTCD1042002,A606636994213747,USTCD1042002,"Backyard Beach Party",none,none,"Kids Party Crew",none,"","",unknown,"",
USTCF1097775,A622167310696181,USTCF1097775,"Badness",none,859703981594,"Rob Silverman",Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCF1027583,A470142436556020,USTCF1027583,"Baekundae",none,none,"Seoul Music Ensemble",none,"","",unknown,"",
USTCG1076077,A674949201825236,USTCG1076077,"Bahama Breeze",none,none,"Steel Drum Band",none,"","",unknown,"",
USTCG1031698,A151012636690226,USTCG1031698,"Balance",none,none,"Ballet L'ï¿œcole",none,"","",unknown,"",
USTCG1095949,A578126433047227,USTCG1095949,"Balance - Thunder",none,none,"Celtic Spa Thunder and Lightning",none,"","",unknown,"",
USTCG1094318,A746629239864788,USTCG1094318,"Balances - Aura Lee",none,none,"Ballet L'ecole",none,"","",unknown,"",
USTCG1094317,A821933695182279,USTCG1094317,"Balances - Lavenders Blue - Ballet Classic",none,none,"Ballet L'ecole",none,"","",unknown,"",
TCABA1140055,A422123963620588,TCABA1140055,"Balancing The Chakra",none,none,"Tibetan Singing Bowl",none,"","",unknown,"",no status
USTCG1094325,A909683285344861,USTCG1094325,"Ballet",none,none,"Ballet L'ecole",none,"","",unknown,"",
USTCG1031691,A775611413868849,USTCG1031691,"Ballet Allegro",none,none,"Ballet L'ï¿œcole",none,"","",unknown,"",
USTCG1031700,A177828222036266,USTCG1031700,"Ballet Etude No. 1",none,none,"Ballet L'ï¿œcole",none,"","",unknown,"",
USTCG1031703,A931547078806972,USTCG1031703,"Ballet Etude No. 2",none,none,"Ballet L'ï¿œcole",none,"","",unknown,"",
TCAAT1053906,A173651483684796,TCAAT1053906,"Ballet Music",none,none,"Ballet Music",none,"","",unknown,"",
TCAAT1053898,A258377531597405,TCAAT1053898,"Ballet Recital",none,none,"Ballet Music",none,"","",unknown,"",
TCAAR1010588,A219536312117256,TCAAR1010588,"Bamboo",none,none,"Jamaican Reggae Party Crew",none,"","",unknown,"",
TCAAU1192619,A775620361532256,TCAAU1192619,"Bamboo Song",none,none,"Chinese Restaurant Music",none,"","",unknown,"",
TCAAW1144110,A915825607637140,TCAAW1144110,"Bang The Drum!",none,none,"Japanese Taiko Drums",none,"","",unknown,"",
TCAAS1003225,A400799796194074,TCAAS1003225,"Bang The Drums",none,none,"Bang - African Djembe Music",none,"","",unknown,"",
TCAAW1198025,A362075673134090,TCAAW1198025,"Bansuri",none,none,"Meditation Music",none,"","",unknown,"",
TCAAX1139205,A162103117370861,TCAAX1139205,"Bansuri Flute",none,none,"Meditation Music",none,"","",unknown,"",
TCAAX1138864,A240505718559303,TCAAX1138864,"Bansuri Flute Meditation",none,none,"Meditation Music",none,"","",unknown,"",
TCAAX1138844,A750956981287778,TCAAX1138844,"Bansuri Flute Meditation Music",none,none,"Meditation Music",none,"","",unknown,"",
TCAAR1004775,A376359027829965,TCAAR1004775,"Barranca Magnifica",none,none,"Mï¿œsica a Relajarse",none,"","",unknown,"",
USTCF1097781,A907965748096926,USTCF1097781,"Basement Beats",none,859703981594,"Rob Silverman",Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAW1162280,A864478974005486,TCAAW1162280,"Beach Body",none,none,"Samba Fitness",none,"","",unknown,"",
TCAAX1160722,A407366045136868,TCAAX1160722,"Beach Breeaze",none,none,"Steel Drums Caribbean Beach Party",none,"","",unknown,"",
USTCD1042001,A627794573421068,USTCD1042001,"Beach Chill Out",none,none,"Kids Party Crew",none,"","",unknown,"",
USTCG1076074,A836833914394444,USTCG1076074,"Beach Dreams",none,none,"Steel Drum Band",none,"","",unknown,"",
USTC90961051,A758279101886227,USTC90961051,"Beach Party",none,none,"Hawaiian Music Party Squad",none,"","",unknown,"",
TCAAR1001172,A936510725343873,TCAAR1001172,"Beach Reiki",none,none,"Reiki",none,"","",unknown,"",
USTC90961173,A703437780196079,USTC90961173,"Beach Sunrise",none,none,"Hawaiian Music Party Squad",none,"","",unknown,"",
TCAAU1133367,A659792561998090,TCAAU1133367,"Beach Sunset",none,none,"Romantic Dinner Party Music Masters",none,"","",unknown,"",
TCAAW1162270,A613588796740211,TCAAW1162270,"Beach Workout",none,none,"Samba Fitness",none,"","",unknown,"",
USTCE1082840,A725059636815363,USTCE1082840,"Beaches And Brew",none,none,"Hawaiian Magic",none,"","",unknown,"",
TCAAW1197473,A154969000149370,TCAAW1197473,"Beat the Drum",none,none,"African",none,"","",unknown,"",
USTCG1071533,A739740132135268,USTCG1071533,"Beautiful Baby",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
USTCF1007025,A867038927242749,USTCF1007025,"Beautiful Bird Song",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
TCAAW1184438,A922995297004885,TCAAW1184438,"Beautiful Celebration",none,none,"Asian Traditional Music",none,"","",unknown,"",
USTCG1081180,A801739153161183,USTCG1081180,"Beautiful Evening",none,none,"Dinner Party Music Series",none,"","",unknown,"",
TCAAU1178088,A114358917599350,TCAAU1178088,"Beautiful Lights",none,none,"Traditional Japanese Music",none,"","",unknown,"",
USTC60811407,A504209120685604,USTC60811407,"Beautiful Meditation",none,none,"Ahanu Sleep Music",none,"","",unknown,"",
TCAAU1135192,A523682160496085,TCAAU1135192,"Beautiful Music",none,none,"Romantic Dinner Party Music",none,"","",unknown,"",
USTCG1019275,A936912591993627,USTCG1019275,"Beautiful Rain Massage Music",none,none,"Relaxing Music Company",none,"","",unknown,"",
USTCB0957993,A349407036742014,USTCB0957993,"Beautiful Savior",none,none,"Michael Silverman",none,"","",unknown,"",
TCAAR1023426,A726476701195261,TCAAR1023426,"Beautiful Slumber",none,none,"Deep Sleep Relaxation",none,"","",unknown,"",
TCAAR1034476,A918275273652006,TCAAR1034476,"Beautiful Sound Of Crickets To Sleep Easily",none,none,"Nature Sounds and Lullabies for Baby Sleep",none,"","",unknown,"",
USTC60810009,A741468618551901,USTC60810009,"Beautiful Spa Music",none,none,"Ahanu Music for Spa, Massage, Meditation, Tai Chi and Relaxation",none,"","",unknown,"",
USTCD1082988,A626221773984743,USTCD1082988,"Beautiful Sunrise",none,none,"Caribbean Music For Relaxation and Stress Rel",none,"","",unknown,"",
USTCD1090158,A122496688830702,USTCD1090158,"Beautiful Tibetan Bowls Melody",none,none,"Ahanu Tibetan Singing Bowls",none,"","",unknown,"",
USTC50817916,A861213573937569,USTC50817916,"Bebop Rhythm Section In G Oscar Peterson Style",none,none,"Anthem Jazz Educator's Series",none,"","",unknown,"",
USTCF1007049,A612467208721956,USTCF1007049,"Bedtime Baby",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
USTCF1007059,A619982797430881,USTCF1007059,"Bedtime Baby Music",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
USTCB0986042,A338589862698652,USTCB0986042,"Bedtime Lullaby",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
USTCC1043034,A704040237458795,USTCC1043034,"Bedtime Music",none,none,"Bedtime Baby",none,"","",unknown,"",
USTCB0986040,A834498408696509,USTCB0986040,"Bedtime Song",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
USTCB0986037,A325237850818544,USTCB0986037,"Bedtime Songs: Classical Baby",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
USTCB0986035,A672627798643391,USTCB0986035,"Bedtime Songs: Lullaby Baby",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
USTCB0986039,A304593003610517,USTCB0986039,"Bedtime Songs: My Blanket",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
USTCB0986036,A630557338562840,USTCB0986036,"Bedtime Songs: Sleep, Baby, Sleep",none,none,"Smart Baby Lullaby",none,"","",unknown,"",
TCAAX1148918,A658957838073375,undefined,"Beethoven Fur Elise - Bagatelle In A Minor Woo 59",none,none,"none",none,"","",unknown,"",no status
TCAAX1148918,A400579559760716,TCAAX1148918,"Beethoven Fur Elise - Bagatelle In A Minor Woo 59",none,none,"Relaxing Piano Music",Instrumental,"","",unknown,"",
USTC40869703,A176466164539381,USTC40869703,"Beethoven'S Fifth Symphony (Ludwig Van Beethoven: Symphony 5",none,none,"Bach to the Future",none,"","",unknown,"",
USTCC1093844,A819776366428391,USTCC1093844,"Beijing",none,none,"Chinese Relaxation and Meditation",none,"","",unknown,"",
TCAAR1031781,A803238406838907,TCAAR1031781,"Bella At The Ocean",none,none,"Relaxation Music With Nature Sounds",none,"","",unknown,"",
TCAAX1132017,A267987250413871,TCAAX1132017,"Beijing Sounds",none,none,"Zen Spa Music: Asian Meditation",none,"","",unknown,"",
USTCB0931391,A571942870004187,USTCB0931391,"Bella'S Choice",none,none,"none",none,"","",unknown,"",no status
USTCB0931397,A730486236483140,USTCB0931397,"Bella'S Lament",none,none,"none",none,"","",unknown,"",no status
USTCG1060447,A145967024309814,USTCG1060447,"BELLA'S LULLABY",none,none,"none",none,"","",unknown,"",
USTCB0943190,A431194699236540,USTCB0943190,"Bella'S Thoughts",none,none,"Michael Silverman",none,"","",unknown,"",no status
TCAAR1004793,A370720049554800,TCAAR1004793,"Belleza Durmiente",none,none,"Mï¿œsica a Relajarse",none,"","",unknown,"",
USTC50831160,A463879820011608,USTC50831160,"Belly Dance (West African Drums)",none,859700704974,"All Star African Drum Ensemble",World,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAW1162296,A208445735567726,TCAAW1162296,"Belly Dance Beat",none,none,"Samba Fitness",none,"","",unknown,"",
USTC50831147,A724121278673496,USTC50831147,"Belly Dance Drumming",none,859700704974,"All Star African Drum Ensemble",World,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTC50831153,A668347181228188,USTC50831153,"Belly Dance Drums (Greek, Middle Eastern)",none,859700704974,"All Star African Drum Ensemble",World,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAR1016154,A645651860843131,TCAAR1016154,"Beloved Baby",none,none,"Prenatal Music for Yoga and Relaxation",none,"","",unknown,"",
TCAAS1046441,A206128721548022,TCABS1324850,"Rain Spa",none,859711672231,"Michael Silverman",Moods,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCG1099040,A976293649512267,USTCG1099040,"Benzaiten",none,none,"Meditation",none,"","",unknown,"",
TCAAZ1120839,A903039918090042,TCAAZ1120839,"Best Classical Music For Meditation",none,none,"Ludwig Cousteau",none,"","",unknown,"",
TCAAR1034530,A138704621154850,TCAAR1034530,"Best Hawaiian Luau",none,none,"Tropical Party Music",none,"","",unknown,"",
TCAAT1097617,A371580167814040,TCAAT1097617,"Best Nature Sounds",none,none,"Ahanu Nature Sounds",none,"","",unknown,"",
TCAAW1147966,A236846668086616,TCAAW1147966,"Best Of Relaxing Meditation And Massage Music",none,none,"Massage Music",none,"","",unknown,"",
TCAAZ1130680,A438606544161572,TCAAZ1130680,"Best Relaxing Music",none,none,"Relaxation Spa Music Masters",none,"","",unknown,"",
TCABB1126548,A851803833488842,TCABB1126548,"Best Relaxing Music No. 2",none,none,"Healing Massage Spa",none,"","",unknown,"",
TCAAX1139949,A564205797279197,TCAAX1139949,"Best Relaxing Spa Music",none,none,"New Age Spirituality",none,"","",unknown,"",
TCABA1126420,A937892472701758,TCABA1126420,"Best White Noise",none,none,"Sleep With White Noise",none,"","",unknown,"",
TCAAX1128193,A914048867188200,TCAAX1128193,"Better Baby Sleep",none,none,"Smart Baby Lullaby Music",none,"","",unknown,"",
TCAAX1127928,A934222428218482,TCAAX1127928,"Better Sleep Baby",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
USTCG1020547,A404628601529625,USTCG1020547,"Beyond The Floor Tom",none,none,"Rob Silverman",none,"","",unknown,"",
TCAAU1173548,A935169002271048,TCAAU1173548,"Bianaural Tones With Two Gongs",none,none,"Zen Meditation",none,"","",unknown,"",
USTCF1027502,A967816520540228,USTCF1027502,"Bibimbob",none,none,"Seoul Music Ensemble",none,"","",unknown,"",
TCAAS1002723,A904995470057785,TCAAS1002723,"Big African Drums",none,none,"Bang - African Djembe Music",none,"","",unknown,"",
TCAAT1036965,A514571357037116,TCAAT1036965,"Big City Swingin'",none,none,"Michael Silverman Jazz Piano Trio",none,"","",unknown,"",
USTCB0953580,A329390017754701,USTCB0953580,"Big Sky",none,none,"Michael Silverman",none,"","",unknown,"",
TCAAY1198085,A640557005588246,TCAAY1198085,"Big Tibetan Singing Bowl",none,none,"Zen Meditation",none,"","",unknown,"",
TCAAX1160713,A927540885173078,TCAAX1160713,"Bikini Beach Party",none,none,"Steel Drums Caribbean Beach Party",none,"","",unknown,"",
TCAAU1173554,A164247240694294,TCAAU1173554,"Binaural Om Tone",none,none,"Zen Meditation",none,"","",unknown,"",
TCAAU1172339,A808574760996889,TCAAU1172339,"Binaural Tones",none,none,"Zen Meditation",none,"","",unknown,"",
TCAAY1198083,A313299521335057,TCAAY1198083,"Binaural Tones And Soothing Ambience",none,none,"Zen Meditation",none,"","",unknown,"",
USTCB0957981,A527509558691013,USTCB0957981,"Bird Song",none,none,"Michael Silverman",none,"","",unknown,"",
TCAAR1012990,A123502223653095,TCAAR1012990,"Bird Song 2",none,none,"Sleep and Meditation Group",none,"","",unknown,"",
TCAAR1034421,A405063424785836,TCAAR1034421,"Bird Song For Babies' Sleeping",none,none,"Nature Sounds and Lullabies for Baby Sleep",none,"","",unknown,"",
USTCG1074344,A139395081695440,USTCG1074344,"Bird Song for Spa and Relaxation",none,none,"Spa, Relaxation and Dreams",none,"","",unknown,"",
USTCG1089412,A516673491267544,USTCG1089412,"Bird Song Music",none,none,"Best of Relaxing Meditation and Massage Music",none,"","",unknown,"",
USTCG1089399,A508746244183091,USTCG1089399,"Bird Song: Forest And Trees",none,none,"Best of Relaxing Meditation and Massage Music",none,"","",unknown,"",
TCAAX1180821,A312057030429155,TCAAX1180821,"Bird Songs From The Amazon Rain Forest",none,none,"Thunderstorm",none,"","",unknown,"",
TCAAX1144846,A307779557052434,TCAAX1144846,"Birds And Music",none,none,"Newborn Baby Lullabies",none,"","",unknown,"",
TCAAR1001155,A635546533911323,TCAAR1001155,"Birds And Nature Music",none,none,"Reiki",none,"","",unknown,"",
TCAAW1188466,A951476488474414,TCAAW1188466,"Bistro Music",none,none,"Asian Traditional Music",none,"","",unknown,"",
TCAAW1137348,A346456764513841,TCAAW1137348,"Black Swan",none,none,"Classical Chill Out",none,"","",unknown,"",
USTC60828513,A156895748186925,USTC60828513,"Blackfoot Indian Rain Dance Drums",none,none,"American Indian Music",none,"","",unknown,"",
USTCD1059461,A250588806879815,USTCD1059461,"Blast Off",none,none,"Prog",none,"","",unknown,"",
USTC50831191,A529534561392752,USTC50831191,"Blast!",none,859700704974,"All Star African Drum Ensemble",World,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAS1028620,A315503420892505,TCAAS1028620,"Blessed Land (Native American Flute)",none,none,"Tribe: Native American Drums and Flute Music",none,"","",unknown,"",
USTCG1087731,A602212974337240,USTCG1087731,"Bliss",none,none,"Yoga Healing",none,"","",unknown,"",
TCAAR1020208,A705337687875849,TCAAR1020208,"Blissful Escape: Ocean Waves And Piano For Relaxation",none,none,"Natural White Noise for Sleep, Relaxation, Sp",none,"","",unknown,"",
TCAAR1001128,A540295635033594,TCAAR1001128,"Blissful Moments",none,none,"Nature Piano",none,"","",unknown,"",
TCABS1325148,A237828471493089,TCABS1325148,"Blow Dryer On High White Noise",none,none,"Ahanu",none,"","",unknown,"",no status
USTCE1089940,A208348554257240,USTCE1089940,"Blue Sea",none,none,"Pirates of the Caribbean Steel Drum Band",none,"","",unknown,"",
TCAAX1115353,A115395858994861,TCAAX1115353,"Blue Lake",none,none,"Perfect Relaxation",none,"","",unknown,"",
TCAAR1031224,A932116533176768,TCAAR1031224,"Blues",none,none,"Blues Crusaders",none,"","",unknown,"",
USTCD1040536,A846794406687353,USTCD1040536,"Blues For Canal Street",none,none,"Michael Silverman Jazz Piano Trio",none,"","",unknown,"",
USTCD1039451,A517680041207669,USTCD1039451,"Blues for a Rainy Day",none,859702598755,"The Michael Silverman Blues Piano Trio",Blues,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCD1040535,A220376881455921,USTCD1040535,"Blues For Kermit",none,none,"Michael Silverman Jazz Piano Trio, Michael Si",none,"","",unknown,"",
USTCD1039453,A624751455531796,USTCD1039453,"Blues for Miles Davis",none,859702598755,"The Michael Silverman Blues Piano Trio",Blues,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCD1039452,A316251029802412,USTCD1039452,"Blues for Miles Davis Part 2",none,859702598755,"The Michael Silverman Blues Piano Trio",Blues,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAR1031800,A616661885007905,TCAAR1031800,"Blues For Sleep And Relaxation",none,none,"Blues Spa",none,"","",unknown,"",
TCAAR1031816,A902503803243359,TCAAR1031816,"Blues For Tai Chi",none,none,"Blues Spa",none,"","",unknown,"",
USTCD1040540,A960834070728133,USTCD1040540,"Blues For The Soul",none,none,"Michael Silverman Jazz Piano Trio",none,"","",unknown,"",
USTCD1039454,A139542834150198,USTCD1039454,"Blues For Thelonious Monk",none,859702598755,"The Michael Silverman Blues Piano Trio",Blues,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCD1039455,A645235732242710,USTCD1039455,"Blues For Thelonious Monk Part 2",none,859702598755,"The Michael Silverman Blues Piano Trio",Blues,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAR1031797,A329789620677507,TCAAR1031797,"Blues For Yoga",none,none,"Blues Spa",none,"","",unknown,"",
TCAAR1031227,A660148927793821,TCAAR1031227,"Blues In Central Park",none,none,"Blues Crusaders",none,"","",unknown,"",
USTCD1039457,A157467466478863,USTCD1039457,"Blues Jazz Swing",none,859702598755,"The Michael Silverman Blues Piano Trio",Blues,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCG1064204,A531234512404427,USTCG1064204,"Blues Massage And Yoga",none,none,"Yoga Jazz Music",none,"","",unknown,"",
TCAAR1031799,A447813593493068,TCAAR1031799,"Blues Meditation",none,none,"Blues Spa",none,"","",unknown,"",
USTCD1072136,A131760786128970,USTCD1072136,"Blues Piano Improv",none,none,"The Michael Silverman Jazz Piano Trio",none,"","",unknown,"",
TCAAX1197560,A674192715960240,TCAAX1197560,"Blues Piano",none,none,"Autumn Hill Production Music Library",none,"","",unknown,"",
TCAAT1036977,A357379342733768,TCAAT1036977,"Blues Piano Improv No 2",none,none,"Michael Silverman Jazz Piano Trio",none,"","",unknown,"",
TCAAU1118428,A531553901849042,TCAAU1118428,"Blues Piano Improv No.1",none,none,"Jazz Piano Piano Essentials",none,"","",unknown,"",
USTCD1039458,A173207080511829,USTCD1039458,"Blues Solo Piano",none,859702598755,"The Michael Silverman Blues Piano Trio",Blues,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCD1082989,A812950767236329,USTCD1082989,"Boat Drinks And Time",none,none,"Caribbean Music For Relaxation and Stress Rel",none,"","",unknown,"",
