Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Album,Genre,Ownership,Ratio,Match Policy,Refrence File
US2S70932022,1E_tkYUsuNU,US2S70932022,"LAtrifying",none,659457223229,"Dam Funk",Toeachizown,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70932023,9XnJCJ-v2cw,US2S70932023,"Spacecapades",none,659457223229,"Dam Funk",Toeachizown,Dance & Electronic,"syntaxrecords-100&syntaxrecords,Indmusic-100,100","syntaxrecords-include&syntaxrecords,Indmusic-include,exclude",monetize,"",TRUE
US2S70932024,rXCq2enDAZc,US2S70932024,"In Flight",none,659457223229,"Dam Funk",Toeachizown,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035001,A805753846926102,US2S71035001,"Best of Times ft. Phonte",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035002,A630063492980486,US2S71035002,"Strong Arm Steady - Cheeba Cheeba",none,none,"Strong Arm Steady",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S71035002,A436630498401112,US2S71035002,"Cheeba Cheeba",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035003,A649639586513693,US2S71035003,"Strong Arm Steady - Chittlins & Pepsi",none,none,"Strong Arm Steady",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S71035003,A776867915891015,US2S71035003,"Chittlins & Pepsi ft. Planet Asia",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035004,A223450135818910,US2S71035004,"Telegram",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035005,A841933648511426,US2S71035005,"Questions ft. Planet Asia & Fashawn",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035006,A447465994890239,US2S71035006,"Smile",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035007,A973036453223713,US2S71035007,"New Love ft. Planet Asia & Tri-State",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035008,A612970606185727,US2S71035008,"Get Started ft. Talib Kweli",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035009,A132306893581198,US2S71035009,"Interlude 1",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035010,A141517377010213,US2S71035010,"Pressure ft. Sick Jacken & Mitchy Slick",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035011,A721108509886054,US2S71035011,"True Champs ft. Montage One, Evidence, Oh No & Roc C",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035012,A422813941630229,US2S71035012,"Needle In The Haystack ft. Roscoe & Guilty Simpson",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035013,A756593346689491,US2S71035013,"Interlude 2",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035014,A227915178608671,US2S71035014,"Ambassadors ft. Planet Asia & Chace Infinite",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035015,A523124083960226,US2S71035015,"Chants",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035016,A474079648546364,US2S71035016,"Bark Like A Dog ft. Phats Bossalini & Montage One",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035017,A331297536712189,US2S71035017,"Two Pistols ft. Mitchy Slick",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035018,A757334481361876,US2S71035018,"Outro",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035001,A805753846926102,US2S71035001,"Best of Times ft. Phonte",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035002,A630063492980486,US2S71035002,"Strong Arm Steady - Cheeba Cheeba",none,none,"Strong Arm Steady",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S71035002,A436630498401112,US2S71035002,"Cheeba Cheeba",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035003,A649639586513693,US2S71035003,"Strong Arm Steady - Chittlins & Pepsi",none,none,"Strong Arm Steady",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S71035003,A776867915891015,US2S71035003,"Chittlins & Pepsi ft. Planet Asia",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035004,A223450135818910,US2S71035004,"Telegram",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035005,A841933648511426,US2S71035005,"Questions ft. Planet Asia & Fashawn",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035006,A447465994890239,US2S71035006,"Smile",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035007,A973036453223713,US2S71035007,"New Love ft. Planet Asia & Tri-State",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035008,A612970606185727,US2S71035008,"Get Started ft. Talib Kweli",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035009,A132306893581198,US2S71035009,"Interlude 1",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035010,A141517377010213,US2S71035010,"Pressure ft. Sick Jacken & Mitchy Slick",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035011,A721108509886054,US2S71035011,"True Champs ft. Montage One, Evidence, Oh No & Roc C",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035012,A422813941630229,US2S71035012,"Needle In The Haystack ft. Roscoe & Guilty Simpson",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035013,A756593346689491,US2S71035013,"Interlude 2",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035014,A227915178608671,US2S71035014,"Ambassadors ft. Planet Asia & Chace Infinite",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035015,A523124083960226,US2S71035015,"Chants",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035016,A474079648546364,US2S71035016,"Bark Like A Dog ft. Phats Bossalini & Montage One",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035017,A331297536712189,US2S71035017,"Two Pistols ft. Mitchy Slick",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71035018,A757334481361876,US2S71035018,"Outro",none,659457223526,"Strong Arm Steady",In Search Of Stoney Jackson,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70936001,orN9itjvP8M,US2S70919012,"Green Eyed Love",none,3700426912624,"Mayer Hawthorne",A Strange Arrangement (Deluxe Edition),R&B,"Indmusic-100&Indmusic,HarmoniaMundi-100,100","Indmusic-exclude&Indmusic,HarmoniaMundi-exclude,include",monetize,"",TRUE
US2S70936002,qBp1C5ldEh4,US2S70936002,"Green Eyed Love - Waajeed Remix",none,3700666180784,"Waajeed",Green Eyed Love (Remixes),R&B,"Indmusic-100&Indmusic,HarmoniaMundi-100,100","Indmusic-exclude&Indmusic,HarmoniaMundi-exclude,include",,"",TRUE
US2S70936003,M-RafH94ugs,US2S70936003,"Green Eyed Love - Classixx Remix",none,3700666180784,"Classixx",Green Eyed Love (Remixes),R&B,"Indmusic-100&Indmusic,HarmoniaMundi-100,100","Indmusic-exclude&Indmusic,HarmoniaMundi-exclude,include",monetize,"",TRUE
US2S70936004,SHy7ZW2_Ick,US2S71037011,"Green Eyed Love (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70936005,29CMJBIAlks,US2S70936005,"Green Eyed Love - Waajeed Remix Instrumental",none,3700666180784,"Waajeed",Green Eyed Love (Remixes),R&B,"Indmusic-100&Indmusic,HarmoniaMundi-100,100","Indmusic-exclude&Indmusic,HarmoniaMundi-exclude,include",monetize,"",TRUE
US2S70936006,zi3KKBAEg6k,US2S70936006,"Green Eyed Love - Classixx Remix Instrumental",none,3700666180784,"Classixx",Green Eyed Love (Remixes),R&B,"Indmusic-100&Indmusic,HarmoniaMundi-100,100","Indmusic-exclude&Indmusic,HarmoniaMundi-exclude,include",monetize,"",TRUE
US2S71037001,a-nKSIgnwEs,US2S71037001,"A Strange Arrangement (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037002,R7QC-a3cn8w,US2S71037002,"Just Ain't Gonna Work Out (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037003,xDWk8FVAWj8,US2S71037003,"Maybe So, Maybe No (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037005,ASJ2s-qfwRU,US2S71037005,"I Wish It Would Rain (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037004,5YOpXAow_OQ,US2S71037004,"Your Easy Lovin' Ain't Pleasin' Nothin' (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037006,ABSjsow1YPg,US2S71037006,"Make Her Mine (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037007,O668CRbNxi8,US2S71037007,"One Track Mind (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037008,LCOGAaDRNN0,US2S71037008,"The Ills (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037009,3nSJ5JKtpEo,US2S71037009,"Shiny & New (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037010,qqHToQsyDMU,US2S71037010,"Let Me Know (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037011,SHy7ZW2_Ick,US2S71037011,"Green Eyed Love (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037001,a-nKSIgnwEs,US2S71037001,"A Strange Arrangement (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037002,R7QC-a3cn8w,US2S71037002,"Just Ain't Gonna Work Out (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037003,xDWk8FVAWj8,US2S71037003,"Maybe So, Maybe No (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037004,5YOpXAow_OQ,US2S71037004,"Your Easy Lovin' Ain't Pleasin' Nothin' (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037005,ASJ2s-qfwRU,US2S71037005,"I Wish It Would Rain (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037006,ABSjsow1YPg,US2S71037006,"Make Her Mine (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037007,O668CRbNxi8,US2S71037007,"One Track Mind (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037008,LCOGAaDRNN0,US2S71037008,"The Ills (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037009,3nSJ5JKtpEo,US2S71037009,"Shiny & New (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037010,qqHToQsyDMU,US2S71037010,"Let Me Know (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71037011,SHy7ZW2_Ick,US2S71037011,"Green Eyed Love (Instrumental)",none,659457223717,"Mayer Hawthorne",A Strange Arrangement Instrumentals,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938001,A619330392878822,US2S70938001,"Adeu Salutation",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938002,A729187351390578,US2S70938002,"Abri.l Closed",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938003,A750650719069034,US2S70938003,"Pavo Real Plucked",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938004,A909011222769074,US2S70938004,"Pajaros En Cadaques Shot",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938005,A707641959000689,US2S70938005,"The Predicate and The Library",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938006,A927475064327472,US2S70938006,"Me Voy and Resolved",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938007,A806872476576914,US2S70938007,"La Loba Collection",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938008,A925163453618149,US2S70938008,"There Is No Love In Your Heart",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938009,A615224277197233,US2S70938009,"Me Voy Alone",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938010,A320981800204775,US2S70938010,"Lamento Pobre Y Salida",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938001,A619330392878822,US2S70938001,"Adeu Salutation",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938002,A729187351390578,US2S70938002,"Abri.l Closed",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938003,A750650719069034,US2S70938003,"Pavo Real Plucked",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938004,A909011222769074,US2S70938004,"Pajaros En Cadaques Shot",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938005,A707641959000689,US2S70938005,"The Predicate and The Library",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938006,A927475064327472,US2S70938006,"Me Voy and Resolved",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938007,A806872476576914,US2S70938007,"La Loba Collection",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938008,A925163453618149,US2S70938008,"There Is No Love In Your Heart",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938009,A615224277197233,US2S70938009,"Me Voy Alone",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70938010,A320981800204775,US2S70938010,"Lamento Pobre Y Salida",none,659457301934,"Savath Y Savalas",The Predicate (Dub Version),Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042001,A631882847611078,US2S71042001,"Best Of Times (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042002,A470619031307630,US2S71042002,"Cheeba Cheeba (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042003,A210262039363715,US2S71042003,"Chittlins & Pepsi (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042004,A608628815466075,US2S71042004,"Telegram (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042005,A746509521505206,US2S71042005,"Questions (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042006,A664162640371177,US2S71042006,"Smile (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042007,A453514772715679,US2S71042007,"New Love (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042008,A515838844744182,US2S71042008,"Get Started (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042009,A228628432110800,US2S71042009,"Interlude 1 (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042010,A676834604702232,US2S71042010,"Pressure (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042011,A834853355389812,US2S71042011,"True Champs (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042012,A643275958038648,US2S71042012,"Needle In The Haystack (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042013,A320857786694347,US2S71042013,"Interlude 2 (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042014,A528920161704257,US2S71042014,"Ambassadors (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042015,A402245247613533,US2S71042015,"Chants (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042016,A824750574987760,US2S71042016,"Bark Like A Dog (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042017,A847719843974206,US2S71042017,"Two Pistols (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042018,A429041186970732,US2S71042018,"Outro (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042001,A631882847611078,US2S71042001,"Best Of Times (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042002,A470619031307630,US2S71042002,"Cheeba Cheeba (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042003,A210262039363715,US2S71042003,"Chittlins & Pepsi (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042004,A608628815466075,US2S71042004,"Telegram (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042005,A746509521505206,US2S71042005,"Questions (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042006,A664162640371177,US2S71042006,"Smile (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042007,A453514772715679,US2S71042007,"New Love (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042008,A515838844744182,US2S71042008,"Get Started (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042009,A228628432110800,US2S71042009,"Interlude 1 (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042010,A676834604702232,US2S71042010,"Pressure (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042011,A834853355389812,US2S71042011,"True Champs (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042012,A643275958038648,US2S71042012,"Needle In The Haystack (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042013,A320857786694347,US2S71042013,"Interlude 2 (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042014,A528920161704257,US2S71042014,"Ambassadors (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S71042016,A824750574987760,US2S71042016,"Bark Like A Dog (Instrumental)",none,659457224219,"Strong Arm Steady",In Search Of Stoney Jackson (Instrumentals),Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
