Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Album,Genre,Ownership,Ratio,Match Policy,Refrence File
US2S70638006,A716572385706648,US2S70638006,"Nascimento (Birth) - Scene 2",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638007,A620478255691126,US2S70638007,"Dance For Life",none,881034584656,"Aloe Blacc",Stones Throw Sampler,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638008,A175658308678493,US2S70638008,"Patria Mia",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638009,A417226199195481,US2S70638009,"Shine Through",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638010,A621193300425197,US2S70638010,"Caged Birdsong",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638011,A771243492699910,US2S70638011,"Arrive",none,881034747136,"Aloe Blacc",Stones Throw : 10 Years,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638012,A170924525838888,US2S70638012,"Want Me",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638013,A970591648251955,US2S70638013,"One Inna",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638014,A750910883595791,US2S70638014,"I'm Beautiful",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638015,A426104318636668,US2S70638015,"Gente Ordinaria",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70638016,A149207963181740,US2S70638016,"Severa",none,659457213824,"Aloe Blacc",Shine Through,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639001,kBO9TFqfoA8,US2S70639001,"Intro",none,659457213923,"Roc 'C' feat. J-Ro from Tha Liks",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639002,g769SCNtBPQ,US2S70639002,"Hear Me Now",none,659457213923,"Roc 'C'",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639003,3YGZYItrrJs,US2S70639003,"Ghetto",none,659457213923,"Roc 'C'",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639004,7-O4bDxqtvI,US2S70639004,"Don't Stop",none,659457213923,"Roc 'C' feat. Oh No & Pok Dogg",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639005,e1TWb_Xh9QM,US2S70639005,"F**k You",none,659457213923,"Roc 'C' feat. Glasses Malone",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639006,xR-siEVbyMo,US2S70639006,"Dirty Dirty",none,659457213923,"Roc 'C'",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639007,l3tHYepVBMs,US2S70639007,"El Capitan (Remix)",none,659457213923,"Roc 'C' feat. Chino XL",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639008,v0LpvZu7jVE,US2S70639008,"Watching U",none,659457213923,"Roc 'C' feat. Aloe Blacc, Oh No, Bizzy Bone",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639009,SLzZkOIWE-k,US2S70639009,"Back That Ish",none,659457213923,"Roc 'C' feat. Oh No",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639010,Qq-96Zsnlcw,US2S70639010,"Let's Battle",none,659457213923,"Roc 'C'",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639011,SLVAumAxnSU,US2S70639011,"Running Over Cowards",none,659457213923,"Roc 'C' feat. Dudley Perkins & Lovers' Choice",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639012,BbifgaW8Bd4,US2S70639012,"Let's Get This Paper",none,659457213923,"Roc 'C'",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639013,ISVwrBqDFqU,US2S70639013,"Pop Off",none,659457213923,"Roc 'C' feat. Kan Kick",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639014,Eq9QoJFSLJM,US2S70639014,"Murda",none,659457213923,"Roc 'C' feat. Pok Dogg",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639015,5z8KtHKF2oY,US2S70639015,"My Life",none,659457213923,"Roc 'C' feat. Aloe Blacc",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70639016,akSmm-V7y5M,US2S70639016,"El Capitan",none,659457213923,"Roc 'C'",All Questions Answered,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70462005,oKhDndG5YvU,US2S70462005,"THE RED",none,none,"none",none,none,"Indmusic-100","Indmusic-exclude",,"",no status
US2S79817002,A349666050505310,US2S79817002,"In Your Area",none,881034747136,"Peanut Butter Wolf & Planet Asia",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70465006,DIhyQmpmLeo,US2S70465006,"America's Most Blunted",none,881034747136,"Madvillain, Lord Quas",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70425007,A945823498516484,US2S70425007,"Low Class Conspiracy",none,881034747136,"Quasimoto",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70459009,A805988185777547,US2S70459009,"Knicknack 2002",none,881034747136,"Wildchild, Percee P, Medaphor",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70626017,A441557836957966,US2S70626017,"Two Can Win",none,none,"J Dilla aka Jay Dee",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70626017,CMVeNj6BHqU,US2S70626017,"Two Can Win",none,659457212629,"J Dilla aka Jay Dee",Donuts,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70309005,A622942541582957,US2S70309005,"Blind Man",none,659457500924,"The L.A. Carnival",Would Like To Pose A Question,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70444017,A963152537842229,US2S70444017,"Take Me",none,881034747136,"Fabulous Souls",Stones Throw : 10 Years,Hip Hop & Rap,"rumblefish_cdbaby-100","rumblefish_cdbaby-exclude",monetize,"",TRUE
US2S70438007,A521663634657892,US2S70438007,"What About You (In The World Today)",none,881034747136,"Co Real Artists",Stones Throw : 10 Years,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70477010,dtwFCJ8Ivno,US2S70477010,"My World Premiere",none,881034747136,"Charizma & Peanut Butter Wolf",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70508019,A303107363514890,US2S70508019,"Bang Ya Head",none,881034747136,"MED",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70497003,Ro9bhNr9Vd0,US2S70497003,"Move",none,881034747136,"Oh No, Roc C",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70633002,-H_wDrgtcOg,US2S70633002,"The Payback (Gotta)",none,881034747136,"Madlib",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70467008,Mk26EFnu1Lg,US2S70467008,"Falling",none,881034747136,"Dudley Perkins",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70642015,A456603838476810,US2S70642015,"A.V.E.R.A.G.E.",none,881034747136,"Kazi",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70598001,tHiVLLKCKWg,US2S70598001,"Be With",none,881034747136,"Koushik",Stones Throw : 10 Years,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70134004,A866935184844370,US2S70134004,"Sunrays",none,881034747136,"Yesterdays New Quintet",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70638011,A771243492699910,US2S70638011,"Arrive",none,881034747136,"Aloe Blacc",Stones Throw : 10 Years,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70500002,A403206302049651,US2S70500002,"Figaro (Madlib's Stones Throw 101 Remix)",none,881034747136,"Madvillain",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70642020,A546076219045583,US2S70642020,"Survivin' The Game",none,881034747136,"Homeliss Derelix",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70419005,A440321658365227,US2S70419005,"Whenimondamic",none,881034747136,"Lootpack",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70495006,A850965826187930,US2S70495006,"Gary's In The Park",none,none,"Gary Wilson",none,Alternative & Punk,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70495006,A109090673129797,US2S70495006,"Gary's In The Park",none,881034747136,"Gary Wilson",Stones Throw : 10 Years,Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70458004,A440438324580626,US2S70458004,"Comrades",none,881034747136,"Stark Reality",Stones Throw : 10 Years,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70642024,A172810596527179,US2S70642024,"Coast To Coast (Edan Edit)",none,881034747136,"Mr. Magic",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70373002,A608274755791142,US2S70373002,"Bootay",none,881034747136,"Funkaho",Stones Throw : 10 Years,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70643001,miVbuPBAdoc,US2S70643001,"Intro",none,659457214326,"Oh No",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643002,MZS0cGBe4Bk,US2S70643002,"Beware",none,659457214326,"Oh No & Cali Agents",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643003,MGSHOXgrYfM,US2S70643003,"Black",none,659457214326,"Oh No & Wise Intelligent",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643004,eXB98716PuI,US2S70643004,"Gets Mine",none,659457214326,"Oh No & Buckshot",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643005,vqoHfGzFo1k,US2S70643005,"Interlude",none,659457214326,"Oh No",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643006,3szJORh2E0E,US2S70643006,"To Be An MC",none,659457214326,"Oh No & K Jay",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643007,r1Sea7MRArU,US2S70643007,"To Be An MC Reprise",none,659457214326,"Oh No & K Jay",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643008,B1vYwcbcaXg,US2S70643008,"Keep Tryin'",none,659457214326,"Oh No, Roc 'C' & Aloe Blacc",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643009,bb9fF9Apgng,US2S70643009,"Know Better",none,659457214326,"Oh No & Wordsworth",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643010,XLzdNiCd-Rk,US2S70643010,"Second Chance",none,659457214326,"Oh No & Aloe Blacc",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643011,7m31yzOFSDk,US2S70643011,"Low Coastin'",none,659457214326,"Oh No & AG",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643012,EQSFtXbefds,US2S70643012,"Hank",none,659457214326,"Oh No & LMNO",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643013,y5Uk0o3WO0I,US2S70643013,"No Aire",none,659457214326,"Oh No & Vast Aire",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643014,ig9TrUyP0LI,US2S70643014,"Cut Session",none,659457214326,"Oh No & DJ Romes",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643015,1OKprkpsbpU,US2S70643015,"Smile a Lil Bit",none,659457214326,"Oh No & Posdnous",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643016,Z71U78QNa-s,US2S70643016,"Keep It Lit",none,659457214326,"Oh No, MED & Wildchild",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643017,A336727142291394,US2S70643017,"Skit: Callin' in T. for Some Food",none,659457214326,"Oh No",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643018,A756083570006551,US2S70643018,"Oh No feat. Dudley Perkins & Georgia Muldrow",none,none,"T. Biggums",none,Hip Hop & Rao,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70643018,4wm7qsp0RZs,US2S70643018,"T. Biggums",none,659457214326,"Oh No, Dudley Perkins & Georgia Anne Muldrow",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643019,v7xtZ0Qe6Ls,US2S70643019,"In This",none,659457214326,"Oh No & Murs",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643020,oYzDG-sZrTM,US2S70643020,"Lights Out",none,659457214326,"Oh No & Frank N Dank",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643021,kJyvcKoo-Qk,US2S70643021,"Basement Interlude",none,659457214326,"Oh No",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70643022,CyaRW7P7Hxo,US2S70643022,"Coffee Cold",none,659457214326,"Oh No & Fergus MacRoy",Exodus Into Unheard Rhythms,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645001,iiSolPVUdPY,US2S70645001,"New Orleans",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645002,elXHjzqsGfE,US2S70645002,"Melanin",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645003,uoKTZLDeXhE,US2S70645003,"Wrong Way",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645004,9zazvmZyJSA,US2S70645004,"Feet",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645005,mFSN-z-xSBw,US2S70645005,"Frames",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645006,Aas_npSKvpQ,US2S70645006,"Lovelight",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"","",,"",TRUE
US2S70645007,BF1c2NFhCEA,US2S70645007,"Radio WNK",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645008,sOPG2sS7P2w,US2S70645008,"Because",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645009,WZwobOY-S2Y,US2S70645009,"Speakervision",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645010,xFa0TAwBvXM,US2S70645010,"Wheels",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645011,XMV9YhXRMd0,US2S70645011,"Birds",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645012,nzabTswhnu8,US2S70645012,"Amnrh [Interlude]",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645013,ROCd7SFGFNU,US2S70645013,"West Coast Recycler",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645015,Gpsqktkboeg,US2S70645015,"Patience",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645014,7jQW4ZOtaIk,US2S70645014,"Boom",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645016,F970inKbkDk,US2S70645016,"Blackman",none,821730017621,"Georgia Ann Muldrow",...mixing,Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645017,xvJMXispZQw,US2S70645017,"Leroy",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645018,7cDmQHnfymY,US2S70645018,"Nowadayze",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645019,KvHxEsdfvA4,US2S70645019,"Skaw De Beast",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645020,CfFxrKuH7Ec,US2S70645020,"Epilogue",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645021,HqzgHRrq9bw,US2S70645021,"Blackman [Reprise]",none,659457214524,"Georgia Anne Muldrow",Olesi: Fragments of an Earth,R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650001,A554568595946146,US2S70650001,"Oh Zone",none,none,"Oh No",none,Hip Hop & Rap,"","",,"",no status
US2S70650001,Pr1uee8Z5bY,US2S70650001,"Oh Zone",none,659457215026,"Oh No",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650002,6lTrTXuDpdU,US2S70650002,"Clap Your Hands",none,659457215026,"Guilty Simpson",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650003,A802723838270115,US2S70650003,"Take It Back",none,none,"Madlib",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70650003,nB_OcDKzHfU,US2S70650003,"Take It Back",none,659457215026,"Madlib",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650004,KTfEs2GJjd8,US2S70650004,"None In Mind",none,659457215026,"Koushik",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650006,A710426891049698,US2S70650006,"Do A Couple Of Things",none,none,"James Pants",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70650005,s045dmgG6FE,US2S70650005,"Nothing Like This",none,659457215026,"J Dilla",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650005,A558529388244049,US2S70650005,"Nothing Like This",none,none,"J Dilla",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70650006,AsSw5Em1My4,US2S70650006,"Do A Couple Of Things",none,659457215026,"James Pants",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650007,QNoNhtW90tI,US2S70650007,"Monkey Suite",none,659457215026,"Madvillain",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650007,A719953149010029,US2S70650007,"Monkey Suite",none,none,"Madvillain",none,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70650008,FQRuozTg0XA,US2S70650008,"Simply A Joy",none,659457215026,"Georgia Anne Muldrow",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650009,sHzaMPx1kd0,US2S70650009,"All I Know",none,659457215026,"MED",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650010,-iMiHliQ_sE,US2S70650010,"Whussup World",none,659457215026,"Dudley Perkins",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650011,tO3QAoLgmiA,US2S70650011,"Raw Heat",none,659457215026,"Percee P & Quasimoto",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650012,rqaYOd7ralw,US2S70650012,"No $ No Toke",none,659457215026,"Jaylib",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650013,JfGkSzkavr4,US2S70650013,"Drama",none,659457215026,"J Rocc",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650014,o03QM8uoSUM,US2S70650014,"Movin",none,659457215026,"Roc C",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650015,A176392242174645,US2S70650015,"Dream(s)",none,659457215026,"Gary Wilson",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650016,cmK4vktDms4,US2S70650016,"Third Rock",none,659457215026,"Pure Essence",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650017,TSwVnE_DqUA,US2S70650017,"What Now",none,659457215026,"Aloe Blacc",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650018,rlQJPYZedx0,US2S70650018,"Turn Around",none,659457215026,"Baron Zen",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650019,XOzJxCT88ds,US2S70650019,"Nino's Dead",none,659457215026,"Young Jazz Rebels",Chrome Children,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753001,CspvjQwmdKM,US2S70753001,"Intro",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753002,2TRu1ePccpE,US2S70753002,"Let's Take It Back",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753003,WfyLyRVlavM,US2S70753003,"Reckless Driving",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753004,GnBOHuXcYMo,US2S70753004,"Nothing Like This",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753005,_89I9lnzmLw,US2S70753005,"The $",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753006,jJptwwH6jgM,US2S70753006,"Interlude",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753007,bDqG1MMcwOo,US2S70753007,"Make'em NV",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753008,gXrNPNQFGPU,US2S70753008,"Interlude",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753009,hDTJkuKe2us,US2S70753009,"Crushin' (Yeeeeaah!)",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753010,xp7M-AbxXA4,US2S70753010,"Shouts",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753011,Vq1ZemE7PSk,US2S70753011,"Intro (Alt)",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753012,67Dcqv-jiIQ,US2S70753012,"Wild",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753013,1JO3LjUyyeI,US2S70753013,"Take Notice",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753014,ULPm92ND44E,US2S70753014,"Shouts (Alt)",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753015,rekekBj608g,US2S70753015,"Let's Take It Back - Inst.",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753016,shcJp-WkOuI,US2S70753016,"Reckless Drving - Inst.",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753017,H69IFcWW-Pc,US2S70753017,"Nothing Like This - Inst.",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753018,rpU9yPOqQV4,US2S70753018,"The $ - Inst.",none,659457215323,"J Dilla",Ruff Draft,Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
