Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Genre,Ownership,Ratio,Match Policy,,Refrence File
TCABT1430598,A563766094279908,TCABT1430598,"Red Jungle",none,859711912740,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABL1373045,A726367620541500,TCABL1373045,"Red Water",none,none,"Kairal",none,"","",,"",no status
TCABN1364786,A402516827325750,TCABN1364786,"Reqiuem For Ancient Germaniiya",none,none,"Kairal & Friends",none,"","",,"",no status
TCABL1381070,A528773713644411,TCABL1381070,"Right String Iii",none,none,"24 : Kairal",none,"","",,"",no status
TCABI1291568,A941638015068040,TCABI1291568,"Right Strings",none,none,"Kairal",none,"","",,"",no status
TCABS1497369,A943167474170494,TCABS1497369,"Right Strings",none,none,"Kairal & Friends",none,"","",,"",no status
TCABM1362534,A370986948145164,TCABM1362534,"Right Strings Ii",none,none,"Kairal & Friends",none,"","",,"",no status
TCABC1183688,A746065727010209,TCABC1183688,"Route",none,none,"The Ping Sisters",none,"","",,"",no status
TCABL1372043,A841706583320527,TCABL1372043,"Schluck' mali",none,859709490458,"24 Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABW1408760,A310214049863580,TCABW1408760,"Sender",none,none,"Kairal",none,"","",,"",no status
TCABW1408817,A623752437374951,TCABW1408817,"Shitology",none,none,"Kairal",none,"","",,"",no status
TCABN1383006,A246976445059996,TCABN1383006,"Shooting the Goose",none,859710014797,"24 Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABN1319095,A315532377215107,TCABN1319095,"Sirius Expedition (feat. ⸫)",none,859709855493,"Kairal",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABO1393179,A763556887326323,TCABO1393179,"Система Любви",none,859710855369,"24 Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABS1365937,A750518357571438,TCABS1365937,"Sklave 101",none,859711780677,"24 Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAT1061157,A863657919499997,TCAAT1061157,"Skype2012",none,none,"Kairal",none,"","",,"",no status
TCABI1283238,A525613351556316,TCABT1434760,"Slow X Satis",none,859711918766,"J-J-X",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAW1147485,A737077544723344,TCAAW1147485,"Spring Break!",none,none,"The Ping? Sisters",none,"","",,"",no status
TCABM1365976,A748067009440833,TCABM1365976,"Stop That",none,859709719054,"L.S.D Kairal",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABD1245755,A727977323775444,TCABD1245755,"Story Of Shy Girl",none,none,"J.J. Moodie",none,"","",,"",no status
TCABT1417956,A354733731916873,TCABT1417956,"Tagfahrt",none,859711894978,"Kairal",Jazz,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABC1178667,A550721786393860,TCABC1178667,"Tam Tam",none,none,"Kairal",none,"","",,"",no status
TCABT1447212,A211326869668821,TCABT1447212,"Taxi Girl",none,859711937354,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABU1422677,Item not in CMS
TCABB1125001,A764592247650898,TCABB1125001,"Thatï¿œIsï¿œFrom God!",none,none,"Kairal",none,"","",,"",no status
TCABU1441311,Item not in CMS
TCABI1289742,A109490671103216,TCABI1289742,"The Choice 5051",none,none,"Kairal",none,"","",,"",no status
TCABB1131868,A304400323083453,TCABB1131868,"The Drrift",none,none,"Kairal",none,"","",,"",no status
TCABU1426466,A510928696862127,TCABU1426466,"The News",none,859712090539,"24 Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABC1185563,A101766674374400,TCABC1185563,"The Paradox Of Perfection",none,none,"Kairal",none,"","",,"",no status
TCABT1435122,A320977692518369,TCABT1435122,"The Stars in Your Eyes",none,859711918766,"J-J-X",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABL1387827,A632068256761443,TCABL1387827,"The Tree",none,none,"Kairal",none,"","",,"",no status
TCABO1359837,A563766094279908,TCABT1430598,"Red Jungle",none,859711912740,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABN1390930,A632877319674685,TCABS1370016,"D-Land Elysium",none,859711792090,"24 Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABO1350154,A526004221161009,TCABO1350154,"This Way: No",none,859710196684,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABO1337659,A163535782102221,TCABO1337659,"Three Inputs : Knappheit",none,859710162917,"Kairal Tribut",Other,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABT1435549,A633534420019025,TCABT1435549,"Time Soldier",none,859711918766,"J-J-X",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABL1381067,A603280253520501,TCABL1381067,"Time Soldier (Long)",none,none,"24 : Kairal",none,"","",,"",no status
TCABI1289716,A213125146421036,TCABI1289716,"Time Soldiers (They Laughï¿œAt Us)",none,none,"Kairal",none,"","",,"",no status
TCABC1184479,A319556454831325,TCABC1184479,"Too Young to Die (feat. J.J. Moodie)",none,859707372541,"Jim Morrison",Other,"","",monetize,"",
TCABM1357720,A741313099361922,TCABM1357720,"Touch Me Floyd",none,859709699561,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAU1124181,A633927643904886,TCAAU1124181,"Train Out Of Control",none,none,"Shakir Armstrong",none,"","",,"",no status
TCABI1287380,A120288646866275,TCABI1287380,"Trego-7",none,none,"Kairal",none,"","",,"",no status
TCABT1442082,A932048697759408,TCABT1442082,"Tribut",none,859711928673,"Kairal Tribut",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABL1384460,A857358245867517,TCABL1384460,"True Love 2",none,none,"24 : Kairal",none,"","",,"",no status
TCABO1344977,A544401087365046,TCABT1435136,"True Love",none,859711918766,"J-J-X",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABB1128875,A810094865889346,TCABB1128875,"Trust",none,none,"Kairal",none,"","",,"",no status
TCABD1222954,A455747762171465,TCABD1222954,"Tsaru",none,none,"Kairal",none,"","",,"",no status
TCABC1195227,A426329370032577,TCABC1195227,"Tunnel D",none,none,"Kairal",none,"","",,"",no status
TCABT1404864,A536136488856188,TCABT1404864,"Tyme",none,none,"Kairal & Friends",none,"","",,"",no status
TCABI1293539,A313050598042335,TCABI1293539,"Ua. B.a.S.I.C.S",none,859708843279,"Kairal",Alternative & Punk,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABI1279798,A135886657828030,TCABI1279798,"Underworld (feat. Natural Pre-Sleep Music)",none,859708816051,"Kairal",Other,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABD1230160,A153595644363015,TCABD1230160,"Uschi",none,none,"Kairal",none,"","",,"",no status
TCABS1384258,A559529500490104,TCABS1384258,"V Cocaine",none,none,"L.S.D Kairal",none,"","",,"",no status
TCABU1400661,A251063569704753,TCABU1400661,"Vata Morgana ❨from Tape❩",none,859712029058,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABJ1217198,A339964081887744,TCABJ1217198,"Warcraft 4",none,859708903669,"Kairal",Soundtrack,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABL1381069,A332573311041192,TCABL1381069,"Warp4",none,none,"24 : Kairal",none,"","",,"",no status
TCABL1384450,A316257359974011,TCABL1384450,"Weit In Der Tiefe )",none,none,"24 : Kairal",none,"","",,"",no status
TCABB1119645,A439344018351865,TCABB1119645,"Welcomï¿œToï¿œMy Story",none,none,"Kairal",none,"","",,"",no status
TCABT1437971,A846980332063056,TCABT1437971,"Weltschmerz",none,859711923104,"24 Kairal",Pop,"","",monetize,"",
TCABP1308067,A429615986722871,TCABP1308067,"When We're Done (feat. Station 26/2)",none,859710890179,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABL1355884,A405157226026164,TCABL1355884,"Where Is Red ? (feat. ◴Thing to Declare)",none,859709449630,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABT1423826,A638479306600273,TCABT1423826,"Where Is Red",none,none,"Kairal",none,"","",,"",no status
TCABS1384265,A369444774380227,TCABS1384265,"White Angel",none,none,"L.S.D Kairal",none,"","",,"",no status
TCABL1387850,A267839059230188,TCABL1387850,"Wie Tiere Denken",none,859709527482,"24 Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABL1373039,A606254530557779,TCABL1373039,"Wilde Hilde",none,none,"Kairal",none,"","",,"",no status
TCABL1381040,A410521463947576,TCABL1381040,"Wow Okay (Yes)",none,none,"24 : Kairal",none,"","",,"",no status
TCABN1359405,A801991923598570,TCABN1359405,"Years of a Man (feat. Tyme Writer)",none,859709957913,"Kairal",Pop,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCABN1362899,A969721495097634,TCABN1362899,"Years Of A Man (Feat. Arcangelo Corelli)",none,none,"Kairal & Friends",none,"","",,"",no status
TCABC1167126,A525700946491724,TCABC1167126,"Zeitreise (feat. Lucid Dreaming, Klartraum, Binaural Music & Hemisync)",none,859707326148,"Kairal",World,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
