Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Genre,Ownership,Ratio,Match Policy,,Refrence File
TCABS1324787,A806729090156109,TCABS1324787,"Clair De Lune",none,859711672231,"Ahanu",Moods,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCD1077395,A466712155209732,USTCD1077395,"Clementine",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTC50836521,A366192705595260,USTC50836521,"Deck The Halls",none,none,"All Time Rock Guitar Gods",none,"","",unknown,"",
USTC40884864,A170186120598646,USTC40884864,"Deck The Halls (With Boughs Of Holly) Rock",none,none,"Classical Rocks!",none,"","",unknown,"",
USTC50845412,A453654370919216,USTC50845412,"Eine Kleine Nachtmusik",none,none,"Wolfgang Amadeus Mozart",none,"","",unknown,"",
USTCD1081656,A410461613937622,USTCD1081656,"Farmer And The Dell",none,none,"Smart Baby Lullabies",none,"","",unknown,"",
USTCG1020554,A903508017226780,USTCG1020554,"Flight Of The Bumble",none,none,"Rob Silverman",none,"","",unknown,"",
USTC50869718,A761477050627159,USTC50869718,"Flight Of The Bumble Bee (A Tribute To Yes)",none,none,"The Fusion Warriors",none,"","",unknown,"",
USTC50836171,A506361536678309,USTC50836171,"Flight Of The Bumblebee",none,none,"Great Drummers Series: Rob Silverman",none,"","",unknown,"",
USTC40869485,A119129978244963,USTC40869485,"Flight Of The Bumblebee (Rimsky-Korsakov)",none,none,"Bach to the Future",none,"","",unknown,"",
USTCD1077365,A435814627883240,USTCD1077365,"For He's a Jolly Good Fellow",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTCD1077366,A476975144069978,USTCD1077366,"Frere Jacque",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTC50845266,A139450734616706,USTC50845266,"Fur Elise",none,none,"The Relaxing Classical Music Collection",none,"","",unknown,"",
TCABS1324796,A367451001554752,TCABS1324796,"Fur Elise",none,859711672231,"Ahanu",Moods,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAX1127938,A333939226598089,TCAAX1127938,"Fur Elise - Beethoven",none,none,"Sleep Baby Sleep",none,"","",unknown,"",
TCAAR1007588,A104757395937052,TCAAR1007588,"Fur Elise - Classical Music For Dogs",none,none,"Dog Music",none,"","",unknown,"",
USTC60815667,A141636033632593,USTC60815667,"Fur Elise (For Elise)",none,none,"All Time Favorite Children's Songs & Audiomag",none,"","",unknown,"",
USTC50800291,A266262221510131,USTC50800291,"Fur Elise (For Elise) Beethoven - Piano",none,none,"Classical Rocks!",none,"","",unknown,"",
USTC40884855,A509634381969594,USTC40884855,"Fur Elise (For Elise) Rock - Beethoven",none,none,"Classical Rocks!",none,"","",unknown,"",
TCAAU1123454,A968524679021258,TCAAU1123454,"Fur Elise (Orchestral)",none,none,"Classical Music for Babies",none,"","",unknown,"",
TCAAX1169650,A818117990148295,TCAAX1169650,"Fur Elise (Piano Version)",none,none,"Kids Rock!",none,"","",unknown,"",
TCAAT1001744,A771567358228790,TCAAT1001744,"Fur Elise (Reprise)",none,none,"Beethoven Consort",none,"","",unknown,"",
USTCD1055871,A512046541702226,USTCD1055871,"Fur Elise (Rock Version)",none,none,"Jazz Rock Fusion",none,"","",unknown,"",
TCAAW1155644,A473959688173996,TCAAW1155644,"Fur Elise Woo 59",none,none,"Piano Love Songs: Classic Easy Listening Pian",none,"","",unknown,"",
TCAAX1125218,A309214756401656,TCAAX1125218,"Fur Elise Woo 59, Beethoven",none,none,"Bach For The Brain",none,"","",unknown,"",
TCAAX1122337,A920203022062621,TCAAX1122337,"Fur Elise, Beethoven",none,none,"Christian Meditation Music",none,"","",unknown,"",
TCAAX1100266,A716410912309928,TCAAX1100266,"Fur Elise, Beethoven Reprise",none,none,"Beethoven Consort",none,"","",unknown,"",
USTCD1077367,A470435748104780,USTCD1077367,"Going Home",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
TCAAS1082682,A676340145402536,TCAAS1082682,"God Rest Ye Merry Gentlemen",none,none,"Christmas Songs",none,"","",unknown,"",
TCAAS1082733,A832848313788992,TCAAS1082733,"Good King Wenceslas",none,none,"Christmas Songs",none,"","",unknown,"",
USTC60845286,A133576164803879,USTC60845286,"Greensleeves",none,859700940648,"Relaxing Piano Music",Moods,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTCG1095943,A209205666455731,USTCG1095943,"Greensleeves - Angels",none,none,"Celtic Spa Thunder and Lightning",none,"","",unknown,"",
TCAAT1044552,A571809239542988,TCAAT1044552,"Greensleeves - Piano Reprise",none,none,"Piano Christmas",none,"","",unknown,"",
TCAAU1118331,A949653166080254,TCAAU1118331,"Greensleeves (Piano Solo)",none,none,"Ultimate Relaxation",none,"","",unknown,"",
TCAAX1169651,A907410201225731,TCAAX1169651,"Greensleeves (Piano Version)",none,none,"Kids Rock!",none,"","",unknown,"",
USTC50862368,A436420339035935,USTC50862368,"Greensleeves (What Child Is This?)",none,none,"Bach For The Brain",none,"","",unknown,"",
USTC40884867,A616150841001369,USTC40884867,"Greensleeves (What Child Is This?) Rock",none,none,"Classical Rocks!",none,"","",unknown,"",
TCAAW1154244,A363346938750971,TCAAW1154244,"Greensleeves For Spa",none,none,"Yoga, Meditation and Relaxation Music",none,"","",unknown,"",
USTCG1067952,A307059181285697,USTCG1067952,"Greensleeves: Celtic Style",none,none,"Ahanu Healing Massage Music",none,"","",unknown,"",
TCAAY1122961,A610637993700401,TCAAY1122961,"Grensleeves",none,none,"Relaxing Solo Piano Music",none,"","",unknown,"",
USTCD1066390,A919206978908839,USTCD1066390,"Halelluja Chorus",none,none,"Michael Silverman",none,"","",unknown,"",
USTCE1099031,A504902731837318,USTCE1099031,"Halleluja Chorus",none,none,"Grace Churchill",none,"","",unknown,"",
USTCD1062371,A832988714338389,USTCD1062371,"Hallelujah Chorus",none,none,"Michael Silverman",none,"","",unknown,"",
USTCD1066502,A319764925023976,USTCD1066502,"Hark The Herald",none,none,"Michael Silverman",none,"","",unknown,"",
USTCZ0959310,A127623220948793,USTCZ0959310,"Hark The Herald Angels Sing",none,none,"Christmas Carols Consort",none,"","",unknown,"",
TCAAT1013359,A229480192640947,TCAAT1013359,"Hark The Herald Angels Angels Sing",none,none,"Christmas Music",none,"","",unknown,"",
USTCD1077369,A265366406919680,USTCD1077369,"Hava Nagila",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTCD1077370,A548942322287629,USTCD1077370,"Head, Shoulders, Knees and Toes",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
TCAAS1082656,A469434980091885,TCAAS1082656,"Holly and the Ivy",none,none,"Christmas Songs",none,"","",unknown,"",
TCAAS1082737,A527675207566082,TCAAS1082737,"Holly and the Ivy - Christmas Jazz",none,none,"Christmas Songs",none,"","",unknown,"",
USTCD1077653,A215545932458681,USTCD1077653,"Holo, Holy, Holy",none,none,"Grace Churchill & Rob Silverman",none,"","",unknown,"",
TCAAS1050517,A452030448799483,TCAAS1050517,"Holy Spirit",none,none,"Jesus Christ",none,"","",unknown,"",
USTCB0957995,A759675859782384,USTCB0957995,"Holy, Holy, Holy",none,none,"Michael Silverman",none,"","",unknown,"",
