Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Album,Genre,Ownership,Ratio,Match Policy,,Refrence File
US2S70643022,CyaRW7P7Hxo,US2S70643022,"Coffee Cold",Exodus Into Unheard Rhythms,none,659457214326,"Oh No & Fergus MacRoy",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645001,iiSolPVUdPY,US2S70645001,"New Orleans",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645002,elXHjzqsGfE,US2S70645002,"Melanin",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645003,uoKTZLDeXhE,US2S70645003,"Wrong Way",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645004,9zazvmZyJSA,US2S70645004,"Feet",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645005,mFSN-z-xSBw,US2S70645005,"Frames",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645006,Aas_npSKvpQ,US2S70645006,"Lovelight",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"","",,"",TRUE
US2S70645007,BF1c2NFhCEA,US2S70645007,"Radio WNK",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645008,sOPG2sS7P2w,US2S70645008,"Because",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645009,WZwobOY-S2Y,US2S70645009,"Speakervision",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645010,xFa0TAwBvXM,US2S70645010,"Wheels",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645011,XMV9YhXRMd0,US2S70645011,"Birds",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645012,nzabTswhnu8,US2S70645012,"Amnrh [Interlude]",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645013,ROCd7SFGFNU,US2S70645013,"West Coast Recycler",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645014,7jQW4ZOtaIk,US2S70645014,"Boom",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645015,Gpsqktkboeg,US2S70645015,"Patience",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645016,F970inKbkDk,US2S70645016,"Blackman",...mixing,none,821730017621,"Georgia Ann Muldrow",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645017,xvJMXispZQw,US2S70645017,"Leroy",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645018,7cDmQHnfymY,US2S70645018,"Nowadayze",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645019,KvHxEsdfvA4,US2S70645019,"Skaw De Beast",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645020,CfFxrKuH7Ec,US2S70645020,"Epilogue",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70645021,HqzgHRrq9bw,US2S70645021,"Blackman [Reprise]",Olesi: Fragments of an Earth,none,659457214524,"Georgia Anne Muldrow",R&B,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650001,A554568595946146,US2S70650001,"Oh Zone",none,none,none,"Oh No",Hip Hop & Rap,"","",,"",no status
US2S70650001,Pr1uee8Z5bY,US2S70650001,"Oh Zone",Chrome Children,none,659457215026,"Oh No",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650002,6lTrTXuDpdU,US2S70650002,"Clap Your Hands",Chrome Children,none,659457215026,"Guilty Simpson",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650003,A802723838270115,US2S70650003,"Take It Back",none,none,none,"Madlib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70650003,nB_OcDKzHfU,US2S70650003,"Take It Back",Chrome Children,none,659457215026,"Madlib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650004,KTfEs2GJjd8,US2S70650004,"None In Mind",Chrome Children,none,659457215026,"Koushik",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650005,A558529388244049,US2S70650005,"Nothing Like This",none,none,none,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70650005,s045dmgG6FE,US2S70650005,"Nothing Like This",Chrome Children,none,659457215026,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650006,A710426891049698,US2S70650006,"Do A Couple Of Things",none,none,none,"James Pants",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70650006,AsSw5Em1My4,US2S70650006,"Do A Couple Of Things",Chrome Children,none,659457215026,"James Pants",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650007,QNoNhtW90tI,US2S70650007,"Monkey Suite",Chrome Children,none,659457215026,"Madvillain",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650007,A719953149010029,US2S70650007,"Monkey Suite",none,none,none,"Madvillain",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",,"",no status
US2S70650008,FQRuozTg0XA,US2S70650008,"Simply A Joy",Chrome Children,none,659457215026,"Georgia Anne Muldrow",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650009,sHzaMPx1kd0,US2S70650009,"All I Know",Chrome Children,none,659457215026,"MED",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650010,-iMiHliQ_sE,US2S70650010,"Whussup World",Chrome Children,none,659457215026,"Dudley Perkins",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650011,tO3QAoLgmiA,US2S70650011,"Raw Heat",Chrome Children,none,659457215026,"Percee P & Quasimoto",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650012,rqaYOd7ralw,US2S70650012,"No $ No Toke",Chrome Children,none,659457215026,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650013,JfGkSzkavr4,US2S70650013,"Drama",Chrome Children,none,659457215026,"J Rocc",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650014,o03QM8uoSUM,US2S70650014,"Movin",Chrome Children,none,659457215026,"Roc C",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650015,A176392242174645,US2S70650015,"Dream(s)",Chrome Children,none,659457215026,"Gary Wilson",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650016,cmK4vktDms4,US2S70650016,"Third Rock",Chrome Children,none,659457215026,"Pure Essence",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650017,TSwVnE_DqUA,US2S70650017,"What Now",Chrome Children,none,659457215026,"Aloe Blacc",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650018,rlQJPYZedx0,US2S70650018,"Turn Around",Chrome Children,none,659457215026,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70650019,XOzJxCT88ds,US2S70650019,"Nino's Dead",Chrome Children,none,659457215026,"Young Jazz Rebels",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753001,CspvjQwmdKM,US2S70753001,"Intro",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753002,2TRu1ePccpE,US2S70753002,"Let's Take It Back",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753003,WfyLyRVlavM,US2S70753003,"Reckless Driving",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753004,GnBOHuXcYMo,US2S70753004,"Nothing Like This",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753005,_89I9lnzmLw,US2S70753005,"The $",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753006,jJptwwH6jgM,US2S70753006,"Interlude",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753007,bDqG1MMcwOo,US2S70753007,"Make'em NV",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753008,gXrNPNQFGPU,US2S70753008,"Interlude",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753009,hDTJkuKe2us,US2S70753009,"Crushin' (Yeeeeaah!)",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753010,xp7M-AbxXA4,US2S70753010,"Shouts",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753011,Vq1ZemE7PSk,US2S70753011,"Intro (Alt)",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753012,67Dcqv-jiIQ,US2S70753012,"Wild",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753013,1JO3LjUyyeI,US2S70753013,"Take Notice",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753014,ULPm92ND44E,US2S70753014,"Shouts (Alt)",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753015,rekekBj608g,US2S70753015,"Let's Take It Back - Inst.",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753016,shcJp-WkOuI,US2S70753016,"Reckless Drving - Inst.",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753017,H69IFcWW-Pc,US2S70753017,"Nothing Like This - Inst.",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753018,rpU9yPOqQV4,US2S70753018,"The $ - Inst.",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753019,Xf_olHOWK1I,US2S70753019,"Make'em NV - Inst.",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753020,hMqbBh5trfM,US2S70753020,"Crushin' - Inst.",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753021,--gAKW09xjg,US2S70753021,"Intro - Inst. (Alt)",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753022,TUbXAFANltA,US2S70753022,"Wild - Inst.",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753023,6ksApeh99Us,US2S70753023,"Take Notice - Inst.",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70753024,z08fuUdSq4g,US2S70753024,"Shouts - Inst. (Alt)",Ruff Draft,none,659457215323,"J Dilla",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70727010,vjYcJGoQCfY,US2S70727010,"Liberty",Free Your Mind,none,659457502720,"Amnesty",R&B,"ingrooves-100","ingrooves-include",,"",TRUE
US2S70755001,52ZWO4ebJEE,US2S70755001,"Chrome Dreams",Chrome Children Vol. 2,none,659457215521,"Madlib the Beat Konducta",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755002,bLxa7EuhOS4,US2S70755002,"Rhymes With An L",Chrome Children Vol. 2,none,659457215521,"MED & Dabrye",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755003,U133n2VOZkM,US2S70755003,"Living For The City",Chrome Children Vol. 2,none,659457215521,"Roc C & Oh No",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755004,lS1je3kSwCc,US2S70755004,"Stay With Me",Chrome Children Vol. 2,none,659457215521,"Chocolate Star",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755005,jguDQ40gnUo,US2S70755005,"Reverse Part 2",Chrome Children Vol. 2,none,659457215521,"Percee P & Koushik",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755006,4lV0W9O3HI0,US2S70755006,"Gitback",Chrome Children Vol. 2,none,659457215521,"Oh No & Decypher",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755007,xUiPYZz8OGY,US2S70755007,"Money Motivated Movements",Chrome Children Vol. 2,none,659457215521,"Guilty Simpson & Four Tet",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755008,G0wIMlamqZM,US2S70755008,"Selah's Children",Chrome Children Vol. 2,none,659457215521,"Madlib the Beat Konducta",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755009,k7zFh2IZocU,US2S70755009,"BZ Theme (Danny Breaks Remix)",Chrome Children Vol. 2,none,659457215521,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755010,jbhZXvmpMHU,US2S70755010,"Happy Now?",Chrome Children Vol. 2,none,659457215521,"Aloe Blacc & Four Tet",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755011,r58Nsv2BjZ4,US2S70755011,"Bubbha's Dance",Chrome Children Vol. 2,none,659457215521,"J Rocc",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755012,A471651444256000,US2S70755012,"Soul Traveling",Chrome Children Vol. 2,none,659457215521,"Gary Wilson",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755013,2bwLi99-ujU,US2S70755013,"Keep Running Away (Egon's Edit)",Chrome Children Vol. 2,none,659457215521,"Clifford Nyren",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755014,iCu0SF_NtaU,US2S70755014,"Marcus, Martin and Malcolm",Chrome Children Vol. 2,none,659457215521,"The Jazzistics",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755015,zjVHEM_ZTp8,US2S70755015,"Murder",Chrome Children Vol. 2,none,659457215521,"James Pants",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757001,gb_qG7XLJ2o,US2S70757001,"A Safe Balm",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757002,ZFieikmonKk,US2S70757002,"Biotic Discussion",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70755016,9mx-Oe0I26s,US2S70755016,"Strange Life",Chrome Children Vol. 2,none,659457215521,"Arabian Prince",Hip Hop & Rap,"KontorNewMedia-100","KontorNewMedia-include",monetize,"",TRUE
US2S70757003,-mCUgqV4ClE,US2S70757003,"...As Bond Did",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757004,BsY2W5sF9gk,US2S70757004,"Crass Jenny",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757005,wKBF_S8wlT4,US2S70757005,"Craven",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757006,hZZZ8G7AzxI,US2S70757006,"Deal Tree",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757007,YCEaLmzh2k4,US2S70757007,"Hello, Leo",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757008,SAiXrgnfQKE,US2S70757008,"Can You See?",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757009,vMVvRxLBIqo,US2S70757009,"Sniper Growl",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757010,JXZ0DIfLiR4,US2S70757010,"OK!!!",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757011,BOunu_JMkhA,US2S70757011,"A Dumb Month",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757012,wBqSDNdhNdw,US2S70757012,"Baby Johann",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757013,fPxHjUIxHnc,US2S70757013,"Exponent Memoir",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757014,NOYSqDm1VnY,US2S70757014,"Nashira",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757015,NQgpwFWRyGA,US2S70757015,"Fun Injury",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757016,WqJcpuKz1Eo,US2S70757016,"Dawn At Dawn",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757017,cUvRef0QC8M,US2S70757017,"Bin Johnston",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757018,SsE5bQCLYN0,US2S70757018,"Intermission Pt. 1",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757019,fMEzzaRG4Bk,US2S70757019,"Intermission Pt. 2",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757020,GKobMREbNiQ,US2S70757020,"Thorny Joint",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757021,WsBNWYbLwBc,US2S70757021,"Tryplmeade Gorsmatch",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757022,q3LjeYq4_jg,US2S70757022,"Don't Cry, My Son",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70757023,vES9yBUNX-I,US2S70757023,"Swingland Hit",Bumps,none,659457215729,"Bumps",Dance & Electronic,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760001,7xcLmMf1IWM,US2S70760001,"Baron Zen Theme (Danny Breaks Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760002,xhikCKmn9Qg,US2S70760002,"Gotta Get Rid Of Rick (James Pants Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760003,qFjGq-uAKPA,US2S70760003,"Night In Jail (M80 Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760004,3tVvrw3affo,US2S70760004,"When I Hear Music (J Rocc Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760005,iJmeSw6_qLo,US2S70760005,"At The Mall (Peanut Butter Wolf Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760006,YNnvsEgqoN4,US2S70760006,"Money (Arabian Prince Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760007,Uzhki9LXHzs,US2S70760007,"Shoes (Madlib Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760008,hx0yIIgpkKE,US2S70760008,"Burn Rubber (Dam Funk Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760009,D0c4iwvtuXU,US2S70760009,"Fucking Bored (Romes Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760010,c9Y_QF977MI,US2S70760010,"Electronic (Tek Blazer Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760011,q4TiJykoGCU,US2S70760011,"Walking On Sunshine (Jonny Manak Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760012,6Ha9mMfCTkw,US2S70760012,"Turned Around (Peanut Butter Wolf Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760013,dI8T44z8p_o,US2S70760013,"No More (Selector Dub U & Tek Blazer Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760014,rPcybT2AURs,US2S70760014,"Walked In Line (Blu Jemz Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70760015,8CTwfc4xAx0,US2S70760015,"Walked In Line (M80 Remix)",At The Mall: Remixes,none,659457216023,"Baron Zen",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762001,by5Mtv91GMw,US2S70762001,"L.A. To Detroit",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762002,cfbPelGYBJ8,US2S70762002,"McNasty Filth",Champion Sound - Complete Set,none,659457216221,"Jaylib feat. Frank-n-Dank",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762003,A257687313557687,US2S70762003,"THE RED",none,none,none,"none",none,"","",,"",no status
US2S70762003,prod-PDlxyY,US2S70762003,"Nowadayz",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762004,yjAbq-dqtyM,US2S70762004,"Champion Sound",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762005,jztUuCJe8qg,US2S70762005,"The Red",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762006,g0Nkl6VZ-WQ,US2S70762006,"Heavy",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762007,rEi66gvJEzs,US2S70762007,"Raw Shit",Champion Sound - Complete Set,none,659457216221,"Jaylib feat. Talib Kweli",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762008,hlr1fxlFEuc,US2S70762008,"The Official",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762009,A421725816391008,US2S70762009,"THE RED",none,none,none,"none",none,"","",,"",no status
US2S70762009,H1be6bDf39A,US2S70762009,"The Heist",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762010,SRffphbCZLY,US2S70762010,"The Mission",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762011,GpcgYGn6VTQ,US2S70762011,"React",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762012,A673655313762405,US2S70762012,"THE RED",none,none,none,"none",none,"","",,"",no status
US2S70762012,xUegQrT2Gls,US2S70762012,"Strapped",Champion Sound - Complete Set,none,659457216221,"Jaylib feat. Guilty Simpson",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
US2S70762013,bAguJMdPtyM,US2S70762013,"Strip Club",Champion Sound - Complete Set,none,659457216221,"Jaylib",Hip Hop & Rap,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
